-809.361,218.457,9753.98
-834.534,123.171,9825.61
-804.032,121.894,9786.18
-798.422,84.8507,9770.2
-842.15,112.766,9856.24
-799.933,121.816,9868.4
-770.56,102.728,9804.51
-794.019,95.31,9778.15
-694.807,73.861,9768.36
-664.229,83.7868,9735.36
-737.49,105.383,9782.61
-789.32,131.206,9713.67
-832.781,132.833,9691
-790.359,-15.3195,9717.34
-883.382,80.0497,9741.94
-876.032,153.174,9770.67
-834.036,138.67,9775.1
-852.687,141.001,9768.75
-762.617,95.517,9813.38
-818.937,157.425,9817.39
-820.016,255.642,9791.22
-856.132,163.47,9757.7
-817.657,150.387,9753.46
-857.628,80.5111,9741.61
-851.634,98.6023,9763.69
-830.533,146.463,9770.16
-778.897,200.405,9755.51
-686.936,219.983,9733.96
-672.042,147.235,9723.23
-791.919,200.947,9836.23
-854.732,171.862,9814.04
-675.658,162.724,9848.38
-775.083,150.724,9761.53
-752.582,195.652,9782.54
-666.887,218.047,9795.11
-644.659,182.417,9784.22
-712.211,178.795,9799.37
-795.611,206.215,9821.68
-822.412,152.758,9807.05
-809.875,140.521,9839.13
-740.023,60.2723,9764.33
-684.611,176.918,9773.33
-829.56,93.9317,9782.54
-840.332,93.4773,9762.56
-856.683,119.741,9749.49
-852.779,114.749,9760.78
-870.169,111.098,9783.1
-901.041,127.1,9820.17
-801.727,111.091,9880.17
-683.647,76.5512,9886.68
-760.68,158.37,9817.06
-797.635,188.757,9750.24
-852.989,134.629,9746.91
-912.189,130.625,9844.07
-920.002,169.281,9862.65
-877.525,114.39,9789.33
-802.019,85.2214,9749.11
-734.062,145.571,9781.31
-710.952,111.067,9789.51
-689.156,105.627,9776.9
-792.011,253.399,9803.1
-802.027,162.834,9754.58
-790.63,139.19,9739
-768.731,196.355,9688.39
-823.813,178.827,9709.82
-846.329,159.635,9774.99
-811.509,190.854,9818.73
-790.871,201.715,9842.41
-810.064,143.487,9849.69
-856.868,104.398,9752.12
-775.275,61.9249,9771.71
-718.375,121.571,9859.82
-694.095,197.374,9879.87
-794.899,201.964,9827.67
-784.978,221.652,9800.04
-722.159,234.666,9804.5
-672.708,268.456,9797.13
-635.494,315.989,9787.51
-629.701,272.468,9828.58
-644.546,180.037,9883.25
-800.14,178.688,9931.06
-674.6,186.708,9841.33
-726.343,128.601,9883.79
-686.098,127.96,9791.38
-680.761,154.165,9779.01
-777.989,186.602,9813.77
-825.293,176.654,9816.05
-747.211,136.595,9814.11
-703.945,139.982,9856.5
-743.702,120.049,9891.16
-798.936,100.92,9847.32
-789.563,107.488,9806.72
-832.493,82.0525,9758.47
-748.839,78.3579,9775.85
-749.002,39.7943,9790.83
-799.534,62.599,9829.33
-798.61,139.939,9873.44
-767.32,180.602,9879.02
-785.292,176.342,9870.27
-819.51,174.189,9899.64
-914.585,194.152,10001.8
-869.133,185.13,9869.67
-717.888,217.794,9812.38
-593.064,232.071,9857.21
-441.993,193.994,9918.97
-299.964,102.411,9928.96
-289.273,34.778,9882.82
-416.214,57.5964,9838.07
-569.536,109.836,9844.43
-785.028,52.7888,9861.02
-831.537,-32.7776,9902.24
-951.653,-18.151,9920.44
-1106.93,-97.5198,9899.27
-1202.92,-228.77,9916.84
-1270.48,-228.867,9914
-1229.64,-162.988,9948.69
-1114.41,-95.0452,10009.8
