

Devices
250
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,,TS-01874 - accel,,,TS-01874 - gyro,,,TS-01874 - mag,,,TS-01874 - Global Angle,,,TS-01874 - HighG,,,
Frame,Sub Frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
,,mm/s²,mm/s²,mm/s²,deg/s,deg/s,deg/s,T,T,T,deg,deg,deg,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,mm/s²,deg/s,deg/s,deg/s,T,T,T,deg,deg,deg,mm/s²,mm/s²,mm/s²
1,0,-1112.69,325.62,9686.59,-0.709674,0.135512,-1.54139,2.61212e-05,2.51688e-07,-4.68221e-06,-4.18332,6.16646,95.5029,-879.749,76.9976,17622.8,1321.8,2498.55,9307.81,-2.04796,-0.0927938,-0.483105,-2.35588e-05,1.18412e-05,2.02147e-05,5.32376,-18.1898,-88.5754,716.753,9327.47,18896.5
1,1,-1000.86,256.636,9675.68,-0.46626,1.27608,-0.824314,2.53627e-05,-3.27301e-08,-4.87182e-06,-4.18204,6.17252,95.4985,-1262.7,281.408,19864.8,1345.99,2493.17,9338.13,-2.24793,-0.188617,-0.17273,-2.37486e-05,1.15327e-05,2.02465e-05,5.32446,-18.1886,-88.5736,610.968,8469.37,18948
1,2,-874.565,283.924,9669.27,-0.531672,2.14586,-0.421241,2.53721e-05,-4.07254e-08,-4.96929e-06,-4.1809,6.17961,95.4928,206.239,401.227,21200.9,1391.34,2626.72,9354.97,-2.24189,-0.169032,-0.147663,-2.39808e-05,1.11607e-05,2.025e-05,5.32671,-18.1903,-88.5715,119.843,8946.08,17574
1,3,-873.5,341.839,9652.15,-0.34782,2.28088,-0.180526,2.57274e-05,7.57835e-08,-5.02526e-06,-4.17855,6.18884,95.4871,-355.622,-1464.92,20828.5,1436.22,2616.99,9356.62,-2.37458,-0.0882356,0.00657467,-2.42183e-05,1.07808e-05,2.025e-05,5.32781,-18.1921,-88.5693,0,8713.12,18733.6
1,4,-1012.36,395.633,9730.7,-0.245502,1.70239,-0.219198,2.6154e-05,2.17993e-07,-5.07266e-06,-4.17568,6.19863,95.482,253.457,-605.769,19684.7,1417.77,2553.83,9372.89,-2.34902,-0.242411,0.306345,-2.41422e-05,1.08084e-05,2.01559e-05,5.3283,-18.1926,-88.5672,-722.184,9596.43,18581.1
2,0,-1261.27,369.282,9830.78,-0.665478,0.557008,-0.568567,2.63486e-05,2.20995e-07,-4.95766e-06,-4.17541,6.20516,95.4773,464.003,907.151,18642.2,1340.21,2520,9357.04,-2.31844,-0.401065,0.383008,-2.39068e-05,1.10432e-05,2.00141e-05,5.3298,-18.1913,-88.5642,-95.8063,9629.61,18113.9
2,1,-1503.65,312.24,9907.33,-1.10636,-1.02307,-1.39946,2.63325e-05,9.75889e-08,-4.69518e-06,-4.17566,6.20829,95.4696,0,971.972,18943.6,1325.41,2499.07,9328.8,-2.27442,-0.49857,0.103395,-2.36724e-05,1.1262e-05,1.98716e-05,5.33156,-18.1896,-88.5578,892.17,8533.71,18563.6
2,2,-1626.91,272.685,9934.84,-1.12567,-2.53836,-2.09696,2.62846e-05,-4.14838e-08,-4.42069e-06,-4.17326,6.20905,95.4579,0,226.358,19480.6,1402.78,2484.67,9328.98,-2.21802,-0.557713,-0.120548,-2.34555e-05,1.13764e-05,1.97291e-05,5.33179,-18.1881,-88.5476,676.891,8350.03,19198.8
2,3,-1603.06,235.527,9857.4,-1.20899,-3.28935,-1.78556,2.62254e-05,-1.13171e-07,-4.35959e-06,-4.16875,6.20663,95.4465,-374.892,-272.121,18167.4,1439.41,2508.38,9330.53,-2.45047,-0.460847,0.0794437,-2.32655e-05,1.13289e-05,1.95866e-05,5.32984,-18.1864,-88.5368,475.26,9225.86,19410.7
2,4,-1435.78,329.652,9753.34,-1.52507,-3.49539,-1.78106,2.61306e-05,2.90387e-08,-4.97583e-06,-4.16041,6.20187,95.4338,-1649.56,31.141,18615.1,1433.12,2495.76,9325.05,-2.8447,-0.420391,0.161318,-2.3085e-05,1.1283e-05,1.9452e-05,5.32588,-18.1837,-88.5275,54.0556,8442.55,19717
3,0,-1286.79,310.488,9712.55,-1.50273,-4.05975,-1.86594,2.60358e-05,1.71248e-07,-5.59207e-06,-4.14808,6.19307,95.4206,374.57,311.41,18593.4,1431.8,2441.37,9369.33,-2.15924,-0.628941,0.234934,-2.29807e-05,1.125e-05,1.93807e-05,5.32497,-18.1825,-88.5219,540.556,8964.72,19632.4
3,1,-1186.75,281.932,9729.4,-1.79626,-5.03248,-2.34567,2.59761e-05,2.95902e-07,-6.06788e-06,-4.13195,6.17759,95.4065,272.365,579.516,18845.9,1374.36,2455.46,9416.84,-2.06598,-0.769905,-0.117185,-2.30712e-05,1.125e-05,1.94712e-05,5.3251,-18.1804,-88.5174,910.435,8210.89,20471.6
3,2,-1310.05,344.327,9801.66,-2.44672,-6.02247,-2.70827,2.60538e-05,3.51889e-07,-5.99433e-06,-4.11613,6.1601,95.3933,288.117,947.566,15756.4,1408.71,2504.84,9346.56,-2.09955,-0.847488,-0.246659,-2.31616e-05,1.125e-05,1.95616e-05,5.32548,-18.1802,-88.5127,327.034,8896.7,19220.5
3,3,-1428.74,337.125,9835.95,-3.30026,-6.89996,-3.08521,2.61486e-05,3.99292e-07,-5.85212e-06,-4.10235,6.1385,95.3795,352.169,309.639,18438.7,1434.15,2464.93,9413.18,-2.21494,-0.683303,-0.206188,-2.33763e-05,1.13065e-05,1.9494e-05,5.32457,-18.1791,-88.508,1644,8925.93,18969.7
3,4,-1454.71,303.49,9799.43,-3.52683,-7.58427,-3.27598,2.62221e-05,4.36037e-07,-5.74189e-06,-4.08772,6.11424,95.3654,772.732,1052.49,18540.8,1454.63,2424.06,9435.77,-2.11327,-0.659059,-0.315945,-2.38517e-05,1.14814e-05,1.90945e-05,5.32275,-18.1777,-88.5032,1454.18,8708.83,19884.5
4,0,-1434.58,317.804,9771.95,-3.58236,-8.20382,-3.3755,2.625e-05,4.5e-07,-5.7e-06,-4.07077,6.08802,95.3514,614.99,591.934,18851,1443.84,2426.05,9436.18,-2.01455,-0.591141,-0.345982,-2.44398e-05,1.17076e-05,1.85518e-05,5.32127,-18.1762,-88.4984,1177.91,8371.53,19320.6
4,1,-1373.65,354.643,9751.54,-3.89778,-8.98266,-3.40587,2.625e-05,4.5e-07,-5.7e-06,-4.05071,6.05805,95.338,-129.496,148.712,19237.4,1430.33,2440.98,9422.92,-2.12624,-0.610494,-0.219714,-2.49399e-05,1.19e-05,1.80901e-05,5.32023,-18.1747,-88.4933,1268.64,7940.99,18804.8
4,2,-1273.69,397.35,9738.18,-4.42672,-9.79261,-3.41923,2.62655e-05,4.34536e-07,-5.66134e-06,-4.02744,6.02338,95.3248,-138.215,1489.57,18102.2,1459.19,2442.27,9396.41,-2.19944,-0.767636,-0.140899,-2.52e-05,1.2e-05,1.785e-05,5.31882,-18.1739,-88.488,1124.42,8149.19,20143.1
4,3,-1206.33,489.709,9782.92,-5.16963,-10.3591,-3.37551,2.63226e-05,3.77386e-07,-5.51846e-06,-4.0021,5.98511,95.3122,776.803,1681.43,18268.2,1496.88,2465.73,9430.58,-1.94368,-0.663913,-0.179164,-2.52e-05,1.2e-05,1.785e-05,5.31712,-18.1738,-88.483,1715.72,9497.45,20805.9
4,4,-1186.72,554.896,9783.01,-6.23726,-11.1074,-2.65609,2.64174e-05,2.82579e-07,-5.28145e-06,-3.9761,5.94216,95.3021,16.9108,281.234,17826.4,1469.87,2552.07,9489.21,-1.79156,-0.504243,-0.143495,-2.51664e-05,1.19894e-05,1.78695e-05,5.31666,-18.1744,-88.4808,2658.73,10199.2,19575.8
5,0,-1060.59,541.699,9828.85,-6.92078,-11.5838,-2.35204,2.65122e-05,1.87773e-07,-5.04443e-06,-3.94861,5.8936,95.2922,169.108,2812.34,18965.8,1467.08,2529.84,9461.53,-1.56577,-0.573663,-0.0290612,-2.4864e-05,1.18939e-05,1.80445e-05,5.31526,-18.1753,-88.4833,478.373,9576.2,17234.5
5,1,-979.952,505.965,9866.04,-7.12151,-11.9263,-2.51003,2.65158e-05,1.84182e-07,-5.14187e-06,-3.91971,5.84122,95.2814,956.251,809.635,21035.9,1525.88,2437.93,9416.65,-2.03507,-0.269977,-0.0803801,-2.40045e-05,1.16225e-05,1.85421e-05,5.31119,-18.176,-88.4866,908.909,8525.16,18381.9
5,2,-946.085,401.753,9821.26,-7.32598,-11.9527,-2.10834,2.64741e-05,2.25919e-07,-5.40552e-06,-3.89281,5.78632,95.2728,842.711,117.422,20817.5,1522.63,2450.04,9435.83,-1.89519,-0.486591,0.137993,-2.31451e-05,1.13511e-05,1.90397e-05,5.30761,-18.1768,-88.4902,773.093,8845.73,20647.8
5,3,-979.529,358.317,9826.83,-7.53911,-11.6771,-1.73085,2.64267e-05,2.73323e-07,-5.68994e-06,-3.8688,5.73189,95.2663,-744.852,-21.9929,19628.1,1532.21,2463.73,9409.21,-1.99792,-0.438766,-0.00489052,-2.26605e-05,1.11572e-05,1.93563e-05,5.30442,-18.178,-88.4915,462.19,9048.88,20237.3
5,4,-1001.05,336.061,9820.3,-7.65749,-11.2493,-1.51833,2.63793e-05,1.98114e-08,-5.84897e-06,-3.84725,5.67857,95.2609,-561.48,-699.664,18860.5,1467.48,2461.42,9323.18,-2.26674,-0.229802,-0.086534,-2.28362e-05,1.11e-05,1.93541e-05,5.30316,-18.1781,-88.4885,139.449,9656.6,19560.6
