

Devices
250
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,,
Frame,Sub Frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
,,mm/s²,mm/s²,mm/s²,deg/s,deg/s,deg/s,T,T,T,deg,deg,deg,mm/s²,mm/s²,mm/s²
1,0,-1375.34,-1204.63,8356.83,14.643,-36.6358,24.3207,3.01901e-05,4.76337e-06,-6.1099e-06,0.424113,11.4148,80.2833,0,-2553.62,14674.7
1,1,-1252.11,-864.477,8241.7,11.8479,-34.7532,25.4764,3.04126e-05,4.91994e-06,-5.82558e-06,0.576498,11.3409,80.3814,-1100.74,-2264.89,15387.8
1,2,-1131.08,-696.962,8230.35,8.71844,-32.1864,25.9946,3.06058e-05,5.10582e-06,-5.54126e-06,0.711428,11.267,80.4824,-244.609,-535.702,18133.9
1,3,-965.748,-522.293,8069.47,5.24643,-30.1441,26.1496,3.07954e-05,5.29537e-06,-5.25694e-06,0.829317,11.1898,80.5877,240.691,-232.238,17161.5
1,4,-957.036,-402.829,8060.5,1.39602,-28.2403,25.6901,3.09342e-05,5.3073e-06,-5.25174e-06,0.928956,11.108,80.6937,383.776,132.632,17162
2,0,-975.172,-381.976,8069.51,-2.99126,-26.1991,24.852,3.10372e-05,5.19415e-06,-5.44308e-06,1.0081,11.0205,80.7984,205.199,778.057,18000.8
2,1,-1057.49,-368.07,8018.76,-7.21832,-24.9424,23.5244,3.1132e-05,5.05199e-06,-5.68001e-06,1.07002,10.925,80.8985,382.699,309.637,17916.1
2,2,-1291.82,-309.176,7967.97,-10.9759,-24.9773,21.8048,3.0865e-05,4.95505e-06,-5.69084e-06,1.11927,10.8187,80.9921,524.529,-661.138,17482.4
2,3,-1521.3,-306.65,7898.39,-14.8286,-25.4823,20.2689,2.98629e-05,4.95e-06,-5.24224e-06,1.15693,10.6998,81.0805,-570.963,0,17607.5
2,4,-1639.88,-391.918,7814.15,-18.1428,-26.4641,18.6934,2.88382e-05,4.95278e-06,-4.78058e-06,1.18607,10.5682,81.1632,-827.012,-11.7248,15977.7
3,0,-1789.42,-342.289,7773.18,-21.2888,-28.8237,17.6756,2.79555e-05,4.97775e-06,-4.41659e-06,1.21152,10.4199,81.2391,0,-117.248,17699.8
3,1,-1611.9,-381.827,7584.45,-22.9432,-30.1864,16.5251,2.84294e-05,5.21468e-06,-4.98523e-06,1.2348,10.2612,81.3094,262.135,-67.8583,16230.3
3,2,-1415.72,-335.585,7338.65,-23.5538,-31.8438,16.4094,2.89032e-05,5.45161e-06,-5.55387e-06,1.26127,10.0955,81.3795,58.2523,111.599,14880.5
3,3,-1272.33,-340.992,7233.91,-24.2106,-34.2537,15.6668,2.90935e-05,5.68855e-06,-6.00907e-06,1.29178,9.91995,81.4518,-391.181,-418.728,16095.3
3,4,-1037.04,-254.042,7139.26,-24.567,-35.3892,14.8291,2.84981e-05,5.92548e-06,-6.15e-06,1.32345,9.74037,81.5237,-223.532,-375.879,15772
4,0,-801.43,-83.5357,7004.19,-24.3217,-35.5103,14.2043,2.75503e-05,6.16241e-06,-6.15e-06,1.3561,9.56129,81.5938,493.657,513.926,14536
4,1,-532.816,189.134,7003.16,-23.6072,-35.0954,13.609,2.68258e-05,6.37359e-06,-6.01265e-06,1.38959,9.38572,81.6624,592.389,713.091,14860.7
4,2,-251.438,520.046,7183.92,-22.8021,-34.2081,12.7344,2.66235e-05,6.52451e-06,-5.5539e-06,1.42277,9.21528,81.7286,143.512,-23.8679,16570.7
4,3,-137.983,759.894,7343.49,-22.2702,-32.816,11.41,2.69079e-05,6.61929e-06,-4.79571e-06,1.45315,9.05092,81.79,528.685,85.7766,16948
4,4,-45.0112,981.193,7493.46,-22.2905,-30.2023,9.67385,2.71892e-05,6.69935e-06,-4.0993e-06,1.47555,8.8949,81.845,656.939,338.761,15536.7
5,0,-5.26759,1307.98,7597.92,-22.9957,-27.6129,8.07432,2.74471e-05,6.66175e-06,-3.89708e-06,1.48787,8.74526,81.8943,0,-472.332,17817.9
5,1,-39.0292,1580.89,7436.65,-23.9296,-24.6975,6.36816,2.7684e-05,6.51959e-06,-4.13401e-06,1.48689,8.6033,81.9377,16.8333,1641.24,16445.3
5,2,-12.5503,1697.02,7470.88,-25.1084,-22.6043,4.46669,2.79209e-05,6.37743e-06,-4.37095e-06,1.47577,8.46434,81.9744,3.74073,1602.82,17497.9
5,3,92.1176,1962.96,7507.57,-26.0213,-20.6624,3.56203,2.80009e-05,6.28759e-06,-4.2678e-06,1.45611,8.32918,82.0087,1382.95,1480.09,16114
5,4,47.6564,2128.67,7667.29,-27.8009,-18.8444,1.89181,2.7981e-05,6.23104e-06,-3.9483e-06,1.42474,8.19443,82.0357,887.177,2017.83,15624.8
6,0,-179.498,2322.79,8013.76,-30.8531,-16.8377,0.0584919,2.79337e-05,6.18365e-06,-3.5692e-06,1.37697,8.05735,82.0562,532.739,2791.04,16527.2
6,1,-315.25,2558.83,8321.85,-34.4689,-14.8339,-1.3119,2.78137e-05,6.1e-06,-3.33516e-06,1.32775,7.92513,82.0731,1049.3,3333.06,16915.2
6,2,-306.191,2736.9,8444.13,-37.9183,-13.3864,-2.50469,2.75944e-05,5.96663e-06,-3.3e-06,1.28369,7.80017,82.0865,981.243,2963.07,16343
6,3,-444.714,2864.18,8537.31,-41.1327,-12.484,-3.69847,2.73567e-05,5.82435e-06,-3.30101e-06,1.22657,7.67315,82.0948,483.315,1799.14,16579.1
6,4,-599.235,2855.55,8656.37,-43.9716,-11.3048,-4.76311,2.70851e-05,5.67642e-06,-3.34717e-06,1.15452,7.54429,82.0994,892.705,2499.98,17899.4
7,0,-528.01,2753.62,8916.86,-46.2322,-9.96087,-6.75406,2.65639e-05,5.48687e-06,-3.72626e-06,1.07033,7.41048,82.0971,-1528.49,1630.49,18464.1
7,1,-603.811,2775.36,8967.5,-48.6605,-7.1451,-9.28956,2.60426e-05,5.29732e-06,-4.10536e-06,0.96731,7.28111,82.0813,-152.85,5273.31,18603.6
7,2,-577.931,3010.81,8958.31,-51.315,-3.99777,-11.9091,2.55969e-05,5.13525e-06,-4.4295e-06,0.851114,7.1579,82.056,857.185,4197.2,19404.1
7,3,-392.457,3059.54,8967.07,-53.3924,-1.03388,-14.0337,2.55e-05,5.1e-06,-4.5e-06,0.723278,7.03587,82.0237,1647.95,3775.23,17961
7,4,-210.946,3068.35,9067.87,-54.6417,1.32019,-15.9102,2.55e-05,5.1e-06,-4.5e-06,0.588014,6.91528,81.982,1093.28,2087.95,16997.4
8,0,-78.3433,3130.4,9219.95,-55.2512,3.16136,-16.7508,2.55083e-05,5.02556e-06,-4.39248e-06,0.449098,6.79778,81.9364,534.067,1106.67,17562.8
8,1,92.5968,3241.8,9301.94,-55.2142,4.75268,-16.7663,2.55376e-05,4.76157e-06,-4.01116e-06,0.310847,6.68458,81.8909,621.376,2049.61,18573
8,2,407.804,3334.1,9229.95,-54.2914,6.04981,-16.4062,2.5585e-05,4.33509e-06,-3.39513e-06,0.178738,6.57479,81.8473,1007.47,3175,19018.8
8,3,850.077,3318.02,9064.18,-52.2767,7.06741,-15.2385,2.56128e-05,3.95271e-06,-2.9016e-06,0.057089,6.4675,81.8065,1367.7,3154.91,19034
8,4,1233.07,3203.36,8995.07,-49.1037,8.65743,-13.5735,2.55607e-05,3.75e-06,-2.90716e-06,-0.0540012,6.36707,81.765,990.705,3917.7,18753.5
9,0,1526.52,3202.66,9105.42,-45.4045,10.2232,-12.164,2.54186e-05,3.75e-06,-3.4758e-06,-0.152617,6.27752,81.7274,2944.66,3454.91,18986.1
9,1,1503.02,3185.18,9260.02,-41.4941,13.6211,-11.3261,2.52764e-05,3.75e-06,-4.04444e-06,-0.247798,6.21291,81.6926,3584.33,2098.52,18751.3
9,2,1435.08,3169.04,9238.71,-37.6133,16.6685,-11.356,2.54458e-05,3.72404e-06,-4.06786e-06,-0.339867,6.17021,81.6569,1839.79,2184.89,19628.9
9,3,1218.13,3245.64,9395.21,-34.3477,19.2806,-11.9119,2.58238e-05,3.68069e-06,-3.72621e-06,-0.430439,6.14954,81.6183,2054.82,3493.13,19068.9
9,4,876.565,3397.95,9527.63,-32.6196,22.0062,-12.025,2.62503e-05,3.6333e-06,-3.29973e-06,-0.525723,6.14991,81.5792,1007.32,2035.67,18753.3
10,0,633.893,3618.25,9713.75,-32.21,24.0107,-11.2536,2.61918e-05,3.70714e-06,-3.11571e-06,-0.626513,6.16286,81.5433,771.925,2267.09,19425
10,1,469.94,3901.88,9923.81,-33.5294,25.0161,-9.67839,2.5628e-05,3.90735e-06,-3.18441e-06,-0.765345,6.16727,81.5129,1046.94,4018.33,19743.3
10,2,291.519,4171.49,10041.3,-36.8716,25.2094,-7.74894,2.49172e-05,4.14428e-06,-3.32657e-06,-0.953267,6.15092,81.4895,783.912,4099.35,19517.1
10,3,149.243,4330.32,10115.4,-41.3732,24.4389,-6.05066,2.44578e-05,4.22645e-06,-3.40102e-06,-1.1534,6.11942,81.4747,1040.61,3727.08,19938.2
10,4,-50.4834,4440.66,10214.7,-46.534,23.1015,-4.90601,2.48899e-05,3.76007e-06,-3.23548e-06,-1.36654,6.06911,81.4678,-658.031,4122.11,18973
11,0,-163.402,4475.23,10144.4,-52.4346,21.9669,-4.34411,2.54112e-05,3.23882e-06,-3.04593e-06,-1.59566,5.99855,81.4652,478.373,3774.4,18866.9
11,1,-50.2144,4455.02,10184.7,-58.4226,21.2367,-2.87238,2.5937e-05,2.77589e-06,-2.88531e-06,-1.8441,5.90651,81.4704,199.439,4252.26,20678.7
