Devices,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,
5,4,-1366.56,-1055.13,9711.86,-5.60823,-2.13901,-0.21017,2.80E-05,3.83E-07,-4.98E-06,-9.73143,2.07916,68.7417,-446.572,-650.812,19818.3
6,0,-1356.81,-1087.49,9680.68,-5.77242,-2.52112,-0.0480831,2.80E-05,3.55E-07,-4.73E-06,-9.73993,2.06443,68.7481,681.64,-974.09,18441.3
6,1,-1362.73,-1097.87,9676.55,-5.6167,-2.98215,0.0138411,2.80E-05,2.12E-07,-4.40E-06,-9.74705,2.04848,68.7563,1162.28,-1265.32,17575
6,2,-1332.52,-1096.1,9711.77,-5.27014,-3.30548,-0.0377656,2.79E-05,7.80E-08,-4.11E-06,-9.75159,2.0317,68.7645,480.2,-547.372,18703.9
6,3,-1263.13,-1099.93,9767.65,-4.81742,-3.57172,-0.0541106,2.78E-05,-2.42E-08,-4.00E-06,-9.75306,2.01397,68.7716,-392.867,1.71864,18797.6
6,4,-1264.33,-1142.49,9763.26,-4.51921,-3.53608,0.181477,2.76E-05,-7.17E-08,-4.19E-06,-9.75426,1.99683,68.7781,-299.698,-1466.32,19517.6
7,0,-1195.61,-1200.27,9680.6,-4.03842,-3.44723,0.0713235,2.74E-05,-1.19E-07,-4.38E-06,-9.75447,1.97936,68.7837,0,-58.5418,18656.6
7,1,-1100.15,-1244.61,9646.02,-3.4512,-3.47893,0.14502,2.73E-05,-1.28E-07,-4.60E-06,-9.752,1.96109,68.7883,1202.66,2310.52,16459.4
7,2,-1053.22,-1295.09,9611.45,-2.61912,-3.34545,0.179555,2.72E-05,-8.89E-08,-4.87E-06,-9.74738,1.94429,68.7913,267.258,-371.542,19316.4
7,3,-1129.99,-1300.41,9609.58,-1.54755,-3.31286,-0.0412358,2.72E-05,-4.38E-08,-5.14E-06,-9.74006,1.93172,68.7927,298.26,-1187.81,20612.3
7,4,-1243.24,-1277.63,9667.57,-0.746111,-3.47954,-0.170635,2.72E-05,-8.86E-08,-5.29E-06,-9.73039,1.92252,68.7938,170.435,-1608.69,19626
8,0,-1326.16,-1266.95,9725.45,-0.0697639,-3.9617,-0.0913241,2.74E-05,-2.79E-07,-5.26E-06,-9.7178,1.91465,68.7954,0,-933.218,18504.7
8,1,-1368.45,-1242.11,9756.24,0.473278,-4.65279,0.0258777,2.77E-05,-5.50E-07,-5.13E-06,-9.70168,1.9067,68.7977,147.018,-147.018,18773.1
8,2,-1348.95,-1156.44,9787.79,0.668067,-5.3179,-0.00107902,2.79E-05,-7.42E-07,-4.98E-06,-9.68155,1.89752,68.8002,228.367,-532.065,19699
8,3,-1238.45,-1043.92,9817.43,0.441105,-5.68623,-0.100562,2.79E-05,-7.09E-07,-4.82E-06,-9.65822,1.88598,68.8023,-308.173,-798.104,19363.5
8,4,-1114.19,-996.418,9778.07,-0.336559,-5.39387,-0.00368423,2.77E-05,-4.38E-07,-4.64E-06,-9.63618,1.87223,68.8035,-1039.81,-350.641,17650.3
9,0,-1031.63,-902.019,9758.77,-1.65236,-5.10558,0.0949982,2.76E-05,-1.67E-07,-4.46E-06,-9.61689,1.8563,68.8035,0,-565.719,18569.2
9,1,-1020.56,-799.745,9781.85,-3.2748,-5.03835,-0.0336311,2.75E-05,-3.68E-08,-4.38E-06,-9.60194,1.83749,68.8029,372.68,-56.5719,20883.9
9,2,-1018.26,-728.491,9830.53,-5.41045,-5.03596,-0.265752,2.77E-05,-6.25E-08,-4.41E-06,-9.59333,1.81406,68.8034,572.628,0,19811.7
9,3,-1020.62,-688.754,9873.3,-7.73503,-4.99438,-0.379765,2.79E-05,-1.08E-07,-4.46E-06,-9.59231,1.78558,68.8062,1188.26,-138.722,18960.8
9,4,-1085.13,-699.889,9834.57,-9.77058,-5.13958,-0.428629,2.80E-05,-9.80E-08,-4.43E-06,-9.59909,1.75287,68.8102,628.178,-79.2698,18581.1
10,0,-1187.56,-750.984,9784.75,-11.3481,-5.55728,-0.555207,2.80E-05,-6.28E-09,-4.31E-06,-9.61242,1.7162,68.8143,-663.581,-1381.9,17379.3
10,1,-1228.8,-815.253,9789.3,-12.6956,-6.02991,-0.726477,2.80E-05,1.29E-07,-4.13E-06,-9.63072,1.67459,68.8183,-568.287,-1909.67,17705.6
10,2,-1176.48,-869.005,9811.9,-14.0054,-6.27262,-0.786751,2.79E-05,2.23E-07,-3.99E-06,-9.65315,1.62765,68.8226,857.505,-580.133,20055.9
10,3,-1110.24,-915.635,9800.46,-15.1007,-6.28395,-0.63652,2.79E-05,2.00E-07,-3.97E-06,-9.67929,1.57659,68.828,901.701,-373.847,20287.9
10,4,-1077.9,-997.33,9810.03,-15.6985,-6.40004,-0.34608,2.78E-05,6.46E-08,-4.06E-06,-9.70814,1.52238,68.8356,-304.57,0,19103.9
11,0,-1162.06,-1082.28,9735.27,-15.7604,-6.76633,-0.611436,2.78E-05,-7.09E-08,-4.15E-06,-9.73897,1.46718,68.8439,28.8042,0,18207
11,1,-1211.7,-1174.19,9718.17,-14.7921,-7.27362,-0.817664,2.78E-05,-3.13E-07,-4.19E-06,-9.76705,1.41243,68.8516,145.356,-142.475,19543.9
11,2,-1195.63,-1304.47,9711.63,-13.598,-7.4577,-0.628666,2.78E-05,-6.61E-07,-4.20E-06,-9.79247,1.35841,68.8588,730.692,-181.349,19396.1
11,3,-1114,-1468.58,9703.05,-11.9794,-7.28554,-0.580883,2.78E-05,-1.02E-06,-4.20E-06,-9.81436,1.30585,68.8639,725.312,-469.228,18393
11,4,-982.351,-1629.1,9718.15,-9.74813,-7.20058,-0.455186,2.79E-05,-1.22E-06,-4.08E-06,-9.82944,1.25497,68.8685,309.881,-281.263,17228
12,0,-869.231,-1769.73,9700.88,-7.4624,-6.88809,-0.351629,2.83E-05,-1.20E-06,-3.81E-06,-9.83865,1.20735,68.8726,37.6742,-787.843,15903.6
12,1,-785.753,-1839.2,9648.93,-5.31559,-6.21654,-0.298984,2.89E-05,-1.07E-06,-3.44E-06,-9.84225,1.16532,68.8749,135.123,-1147.78,15672.6
12,2,-738.546,-1803.53,9628.64,-2.89856,-5.55106,-0.182461,2.93E-05,-9.76E-07,-3.20E-06,-9.83771,1.13151,68.8739,385.579,-789.236,16977.8
12,3,-780.167,-1721.16,9667.32,-0.146253,-5.23661,-0.0611073,2.94E-05,-1.00E-06,-3.28E-06,-9.82341,1.10732,68.8701,517.69,-973.656,18236.2
12,4,-883.976,-1679.14,9695.15,1.95897,-5.18334,-0.191289,2.92E-05,-1.14E-06,-3.64E-06,-9.8024,1.09062,68.8655,540.239,-295.478,19173.3
13,0,-933.75,-1577.7,9682.15,3.41794,-5.15612,-0.274518,2.89E-05,-1.28E-06,-4.00E-06,-9.77548,1.0793,68.8636,0,-1857.75,18586.9
13,1,-964.03,-1445.99,9758.11,4.93157,-5.15677,-0.10924,2.89E-05,-1.25E-06,-4.25E-06,-9.74049,1.07408,68.8669,-169.239,-1392.76,18734.2
13,2,-959.313,-1395.34,9852.52,5.78182,-5.37797,-0.438717,2.91E-05,-1.09E-06,-4.40E-06,-9.70126,1.06993,68.8695,-1330.27,-268.22,17910
13,3,-951.127,-1386.17,9907.64,6.1216,-5.69035,-1.07987,2.92E-05,-9.08E-07,-4.53E-06,-9.66,1.0652,68.8677,-149.888,80.1933,18289.3
13,4,-978.913,-1359.76,9915.49,6.43751,-6.09605,-1.55401,2.91E-05,-7.58E-07,-4.50E-06,-9.61654,1.0608,68.8618,191.349,-1029.7,17822.2
14,0,-1001.99,-1340.79,9881.2,6.60475,-6.77241,-1.91295,2.86E-05,-6.48E-07,-4.24E-06,-9.57111,1.05487,68.8534,-693.821,-1613.83,17353.1
14,1,-1067.16,-1325.55,9864.97,6.56862,-7.70255,-2.38523,2.79E-05,-5.58E-07,-3.88E-06,-9.52436,1.04686,68.8443,-832.585,-1368.12,17756.6
14,2,-1199.91,-1257.58,9875.04,6.57809,-8.5482,-2.81054,2.73E-05,-4.84E-07,-3.58E-06,-9.47607,1.03891,68.8361,-222.53,-887.331,18884
14,3,-1300.06,-1138.62,9855.83,6.69858,-9.03806,-2.80228,2.70E-05,-4.50E-07,-3.45E-06,-9.42569,1.0325,68.8303,-550.603,-74.2699,19929
14,4,-1338.66,-1119.3,9897.77,6.53212,-9.54756,-2.63656,2.70E-05,-4.50E-07,-3.45E-06,-9.37484,1.02483,68.8256,192.643,-334.308,19232.5
15,0,-1372.6,-1260.95,10088.2,6.67242,-10.7316,-3.01122,2.70E-05,-4.50E-07,-3.45E-06,-9.32304,1.01229,68.8181,0,-0.933357,20563.5
15,1,-1343.66,-1324.51,10092.4,6.33982,-12.1506,-3.81847,2.72E-05,-1.38E-07,-3.71E-06,-9.2697,0.99185,68.8056,-1134.13,1330.04,17184.6
15,2,-1433.25,-2352.16,11199.9,5.33004,-21.4874,-8.9745,2.75E-05,4.18E-07,-4.18E-06,-9.19241,0.929643,68.7737,-706.212,-888.252,18777
15,3,-1785.98,-2125.57,10507.9,7.02997,-25.7933,-10.642,2.79E-05,1.00E-06,-4.68E-06,-9.09684,0.857689,68.738,-265.448,-2787.97,20059.9
15,4,-1832.2,-1197.91,9399.84,10.5042,-21.9445,-7.15061,2.82E-05,1.40E-06,-4.90E-06,-9.0006,0.814064,68.7212,-573.674,-560.473,19462.9
16,0,-1473.93,-1056.38,9600.84,13.0195,-19.732,-4.9547,2.83E-05,1.55E-06,-4.79E-06,-8.90355,0.781255,68.7172,-432.762,430.931,18238.2
16,1,-1126.92,-1533.78,10356.8,14.351,-22.7311,-6.93716,2.84E-05,1.60E-06,-4.52E-06,-8.7984,0.735283,68.709,369.683,-521.325,19248.3
16,2,-1094.74,-1764.58,10416.7,16.0845,-26.2719,-11.1196,2.85E-05,1.47E-06,-4.31E-06,-8.68266,0.677584,68.686,646.946,-717.653,20655.2
16,3,-1217.7,-1873.44,10222.3,18.5602,-27.3545,-16.6974,2.87E-05,8.98E-07,-4.28E-06,-8.56006,0.621292,68.6418,-231.731,-835.415,18430.2
16,4,-1283.89,-2083.26,10212.2,20.4145,-27.8751,-25.1701,2.89E-05,-5.03E-09,-4.37E-06,-8.43319,0.563861,68.565,-950.275,-696.83,18967.5
17,0,-1312.75,-2037.4,10440.9,20.8548,-30.0427,-33.1875,2.91E-05,-9.08E-07,-4.46E-06,-8.28988,0.498945,68.4578,925.142,-1004.15,19119.1
17,1,-1529.73,-1663.69,10451.4,20.1416,-32.7145,-36.0658,2.91E-05,-1.08E-06,-4.34E-06,-8.14023,0.430972,68.3305,-241.636,-1184.25,18064.5
17,2,-1760.43,-1496.93,10529.3,17.5412,-35.0192,-37.4628,2.90E-05,-7.36E-07,-4.09E-06,-7.99322,0.347509,68.1917,-445.002,-623.552,19268.2
17,3,-1930.35,-1341.89,10750,11.9343,-39.1434,-37.3758,2.88E-05,-3.30E-07,-3.82E-06,-7.85096,0.231175,68.0531,-808.752,-2531.13,20234.9
17,4,-2258.04,-1215.72,11156.3,5.8014,-44.9045,-34.7992,2.86E-05,-2.49E-07,-3.62E-06,-7.71472,0.0796016,67.9299,-1994.17,-1632.93,19489.3
18,0,-2571.61,-982.251,11574.4,3.29342,-51.1732,-31.5397,2.84E-05,-5.36E-07,-3.49E-06,-7.57128,-0.0979165,67.8246,-1265.68,-223.816,21086.7
18,1,-2570.89,-576.622,11777.4,4.53634,-56.9068,-29.7174,2.82E-05,-9.87E-07,-3.40E-06,-7.40994,-0.291585,67.7296,-981.368,-148.138,22332.3
18,2,-2269.73,-208.286,11723.1,6.00322,-61.0048,-30.0418,2.80E-05,-1.35E-06,-3.29E-06,-7.23458,-0.495832,67.6325,-2310.08,4.57533,20425.1
18,3,-1959.85,-261.138,11533.4,3.75618,-62.296,-31.5176,2.79E-05,-1.50E-06,-3.10E-06,-7.06487,-0.70992,67.525,-1308.53,607.836,19746.4
18,4,-1698.11,-905.551,11239,-3.93326,-60.4354,-31.5509,2.79E-05,-1.50E-06,-2.88E-06,-6.92603,-0.934691,67.4131,-683.32,-436.67,20277.3
19,0,-1534.1,-1699.58,11082,-5.63881,-55.3491,-28.513,2.79E-05,-1.50E-06,-2.65E-06,-6.80534,-1.14501,67.3113,386.36,-61.3418,19165.6
19,1,-1434.72,-1192.29,11086.6,-2.9479,-48.8447,-24.2805,2.78E-05,-1.18E-06,-2.75E-06,-6.69147,-1.32162,67.2264,593.937,1216.95,19749.5
19,2,-1333.36,-753.841,11192.2,-2.33958,-40.8213,-20.6959,2.77E-05,-6.65E-07,-3.04E-06,-6.59576,-1.46802,67.1539,320.669,74.5277,20825.3
19,3,-1314.79,-788.93,11416.5,-1.45203,-32.6439,-18.0441,2.76E-05,-1.23E-07,-3.35E-06,-6.51591,-1.58313,67.0898,322.155,-396.973,21392.2
19,4,-1387.27,-955.547,11605,0.339724,-25.2927,-15.6779,2.76E-05,1.13E-07,-3.56E-06,-6.44652,-1.66808,67.0335,-1245.68,-481.118,19335.4
20,0,-1582.43,-1041.77,11822.5,3.02293,-18.5095,-13.2521,2.78E-05,2.48E-08,-3.66E-06,-6.38341,-1.72272,66.9883,-1156.25,-486.31,19709.6
20,1,-1838.12,-1062.53,12123,6.10378,-12.4206,-10.9243,2.82E-05,-2.01E-07,-3.70E-06,-6.32369,-1.749,66.9554,-462.715,-669.722,21297.5
20,2,-2068.11,-1098.89,12445,9.27793,-7.76562,-8.65336,2.83E-05,-3.54E-07,-3.68E-06,-6.26362,-1.75165,66.9333,-1240.29,-956.746,21116.5
20,3,-2271.7,-1169.61,12714.8,12.7993,-5.14126,-6.17035,2.79E-05,-3.29E-07,-3.51E-06,-6.19735,-1.73671,66.9207,-1185.55,-1014.97,21411.6
20,4,-2477.84,-1237.87,12930.2,16.7352,-4.7337,-4.01167,2.73E-05,-1.93E-07,-3.24E-06,-6.11846,-1.71082,66.9157,-255.094,-1127.63,20826.6
21,0,-2753.14,-1312.35,13040.6,20.5757,-5.87111,-2.2025,2.67E-05,-5.78E-08,-2.97E-06,-6.02373,-1.67958,66.9171,-865.667,-45.5397,20888.8
21,1,-2914.56,-1403.48,13193.7,24.9797,-7.85495,-0.566938,2.65E-05,-8.92E-08,-3.25E-06,-5.90673,-1.64428,66.9259,-501.008,-557.143,22478.3
21,2,-2919.12,-1504.38,13314.8,30.203,-10.6291,0.391152,2.65E-05,-2.13E-07,-3.84E-06,-5.7646,-1.60644,66.9373,-1725.17,-1270.89,22482.2
21,3,-2907.64,-1507.32,13466.2,35.1698,-13.6085,1.29076,2.65E-05,-3.48E-07,-4.48E-06,-5.59846,-1.5674,66.9516,-1587.22,-1799.75,21953
21,4,-2886.85,-1444.12,13579.6,39.958,-16.3373,2.38713,2.67E-05,-3.52E-07,-4.79E-06,-5.40953,-1.52647,66.97,-1992.16,-1070.64,24766.4
22,0,-2870.64,-1330.01,13639.3,44.6693,-18.1806,3.49351,2.71E-05,-2.24E-07,-4.78E-06,-5.20022,-1.48049,66.9915,-1674.31,-850.798,25217.5
22,1,-2845.76,-1162.01,13682.3,48.9058,-18.7475,4.64111,2.76E-05,-4.39E-08,-4.65E-06,-4.97527,-1.42622,67.0155,-917.904,-607.922,23205.4
22,2,-2736.97,-940.724,13750.5,52.1577,-18.0108,5.87628,2.79E-05,1.46E-07,-4.63E-06,-4.74107,-1.36151,67.0428,-1172.24,-21.9605,22036.8
22,3,-2520.28,-679.49,13840.9,54.3292,-16.0213,7.03954,2.80E-05,3.59E-07,-4.92E-06,-4.50415,-1.28453,67.0734,-1712.66,-631.482,21173
22,4,-2387.55,-412.098,13888,55.6506,-12.6726,8.38183,2.79E-05,5.85E-07,-5.37E-06,-4.2705,-1.19256,67.1086,-1153.65,-17.1251,22528.4
23,0,-2399.25,-208.917,13891.2,56.3294,-8.1328,10.4477,2.78E-05,8.10E-07,-5.82E-06,-4.04508,-1.08302,67.1546,-2925.75,-599.19,24215.8
23,1,-2366.28,-53.0142,13827.3,56.5578,-3.10532,12.3404,2.75E-05,7.17E-07,-5.72E-06,-3.83198,-0.952946,67.211,-292.575,1558.8,24275.5
23,2,-2348,16.9725,13764.1,55.9862,1.51498,14.5073,2.71E-05,4.66E-07,-5.35E-06,-3.6319,-0.808158,67.2752,-2457.83,-82.4017,22783.8
23,3,-2495.03,32.5047,13792.7,55.5354,5.06659,16.4395,2.67E-05,1.95E-07,-4.94E-06,-3.44134,-0.652159,67.3475,-1119.28,-434.79,22658.9
23,4,-2670.13,59.7737,13866.1,55.2867,7.52247,18.5273,2.67E-05,1.01E-07,-4.85E-06,-3.25712,-0.488202,67.4286,-146.186,-153.712,22604.8
24,0,-2839.85,106.183,13908.3,54.974,8.72353,20.7248,2.72E-05,1.73E-07,-5.05E-06,-3.07665,-0.320876,67.5181,-1349.94,-291.185,21777.4
24,1,-3030.01,138.561,13945.8,54.5368,8.65766,22.9526,2.78E-05,3.08E-07,-5.37E-06,-2.89741,-0.154668,67.6133,-2466.54,-441.333,21344.6
24,2,-3216.13,103.349,14002.8,54.0473,7.48645,25.2266,2.84E-05,4.34E-07,-5.58E-06,-2.71703,0.00657103,67.7125,-2096.91,-262.166,22274.9
24,3,-3303.32,-9.35336,14038,53.5744,5.43105,27.4637,2.88E-05,5.36E-07,-5.53E-06,-2.53339,0.159865,67.817,-2135.74,-372.399,22944.7
24,4,-3232.76,-89.2996,14096.6,53.4129,2.87445,29.5917,2.90E-05,6.26E-07,-5.35E-06,-2.34425,0.304138,67.9293,-2963.15,-467.476,21293.3
25,0,-3233.8,-146.871,14109.8,53.596,0.120973,31.9958,2.93E-05,7.17E-07,-5.17E-06,-2.14798,0.439441,68.0547,-376.386,-75.2773,24273.2
25,1,-3213.43,-169.831,14069.5,53.5771,-2.57748,34.4004,2.94E-05,7.47E-07,-5.11E-06,-1.94457,0.564362,68.1935,-1027.1,-7.52773,24485.4
25,2,-3112.35,-110.535,14031.7,53.5595,-5.58839,36.7894,2.94E-05,7.50E-07,-5.10E-06,-1.73393,0.678884,68.3416,-1118.35,0,23288
25,3,-3057,-107.24,13980.7,53.6273,-8.30293,39.1469,2.94E-05,7.50E-07,-5.10E-06,-1.51659,0.784505,68.5005,-1175.14,-55.4569,23582.4
25,4,-3027.26,-155.588,13907.4,53.8556,-10.7676,41.8197,2.92E-05,6.89E-07,-5.34E-06,-1.29245,0.882433,68.671,-1409.01,-31.6897,24340.3
26,0,-2953.8,-208.172,13822,54.1808,-12.9048,44.897,2.88E-05,5.73E-07,-5.81E-06,-1.06198,0.974062,68.8536,-1526.78,170.841,24262.3
26,1,-2852.31,-232.952,13728.3,54.5043,-14.7063,48.0238,2.84E-05,4.38E-07,-6.35E-06,-0.825917,1.06048,69.0478,-1569.64,9.29174,23392.8
26,2,-2770.53,-251.77,13654.4,54.7537,-16.1633,50.7298,2.81E-05,4.05E-07,-6.86E-06,-0.585318,1.14268,69.2502,-1704.51,-417.968,23032.3
26,3,-2696.27,-298.041,13640.3,54.9295,-17.1862,52.994,2.81E-05,6.11E-07,-7.30E-06,-0.341379,1.22194,69.4573,-1706.52,-2.75574,23711.7
26,4,-2623.3,-323.808,13638.9,55.2013,-17.9421,55.4102,2.83E-05,9.26E-07,-7.71E-06,-0.0943424,1.29933,69.6707,-1288.6,776.671,23155.8
27,0,-2697.04,-350.675,13595.7,55.8571,-18.9073,57.9607,2.84E-05,1.24E-06,-8.11E-06,0.157605,1.37503,69.8927,-450.847,-1164.61,21075.9
27,1,-2650.47,-320.629,13565.2,56.3777,-19.6268,60.2268,2.84E-05,1.34E-06,-8.39E-06,0.413821,1.44941,70.1289,-2124.11,-294.903,22238
27,2,-2609.14,-458.811,13487.6,57.801,-20.2645,62.0469,2.83E-05,1.35E-06,-8.62E-06,0.677132,1.52541,70.3739,-1442.38,128.067,21067.1
27,3,-2588.35,-579.691,13421.6,59.1582,-21.1276,63.6213,2.81E-05,1.35E-06,-8.85E-06,0.947542,1.60162,70.6247,-2086.68,-26.5747,22541.3
27,4,-2560.82,-619.706,13347,60.538,-22.187,65.0678,2.80E-05,1.41E-06,-8.82E-06,1.2257,1.67754,70.8799,-982.309,-77.6408,22086.6
28,0,-2561.45,-626.6,13328.4,62.0765,-23.3721,66.3729,2.80E-05,1.53E-06,-8.58E-06,1.51248,1.75317,71.1385,-326.083,-22.0959,22626.3
28,1,-2585.73,-626.692,13378.9,63.5638,-24.7247,67.4444,2.79E-05,1.67E-06,-8.26E-06,1.80803,1.8277,71.3998,-357.374,329.43,23785.4
28,2,-2567.39,-635.183,13443.3,64.9343,-26.3749,68.3166,2.79E-05,1.80E-06,-8.07E-06,2.11278,1.89992,71.6637,-293.587,543.537,23761.2
28,3,-2476.19,-676.292,13485.6,66.4488,-28.2863,69.077,2.79E-05,1.94E-06,-8.18E-06,2.42779,1.96936,71.9302,-1323.91,-182.154,24587
28,4,-2398,-692.377,13514.7,67.9867,-30.0157,69.5285,2.79E-05,2.07E-06,-8.40E-06,2.75269,2.03673,72.1977,-1902.86,-456,25283.6
29,0,-2346.79,-644.068,13499.7,69.5526,-31.3523,70.0012,2.79E-05,2.21E-06,-8.63E-06,3.08665,2.1034,72.4657,-1807.18,-318.939,24715.9
29,1,-2109.64,-624.65,13573.9,70.7933,-32.2075,71.1856,2.77E-05,1.86E-06,-8.60E-06,3.42824,2.17022,72.7395,-180.718,-269.459,23894.6
29,2,-1939.84,-555.922,13486.2,71.8396,-32.6915,71.8125,2.74E-05,1.34E-06,-8.47E-06,3.77481,2.23811,73.0153,-1023.41,-568.809,21208.1
29,3,-1764.82,-548.759,13459.6,72.6825,-32.3937,72.7286,2.72E-05,7.95E-07,-8.34E-06,4.12367,2.30929,73.2938,-986.631,-829.794,22877.4
29,4,-1556.4,-569.311,13473.1,73.1565,-32.208,73.9494,2.66E-05,5.16E-07,-8.38E-06,4.47416,2.38192,73.576,-416.89,-1188.46,23216.9
30,0,-1349.25,-569.966,13567.7,73.2319,-32.2384,75.5618,2.59E-05,4.50E-07,-8.56E-06,4.82554,2.45406,73.8581,-60.3353,-855.826,23673.2
30,1,-1125.4,-588.445,13657.4,73.0514,-32.2616,77.2051,2.51E-05,4.50E-07,-8.78E-06,5.17699,2.52504,74.1389,80.736,-393.47,24145.3
30,2,-832.761,-649.955,13662.5,72.8939,-31.9866,78.5453,2.45E-05,5.16E-07,-8.79E-06,5.52777,2.59622,74.4203,85.0433,-478.373,23146.4
30,3,-498.739,-700.554,13633.5,72.8602,-31.2144,79.6357,2.44E-05,7.32E-07,-8.30E-06,5.87698,2.66951,74.7034,-149.986,-475.502,22238.8
30,4,-246.454,-726.155,13525.6,72.5768,-30.3273,80.2332,2.46E-05,1.00E-06,-7.62E-06,6.22347,2.74469,74.9851,36.737,-559.981,21983.8
