

Devices
250
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,,
Frame,Sub Frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
,,mm/s²,mm/s²,mm/s²,deg/s,deg/s,deg/s,T,T,T,deg,deg,deg,mm/s²,mm/s²,mm/s²
1,0,530.636,9785.34,124.596,-2.73969,0.607717,1.22909,1.77678e-05,2.02274e-05,-1.94035e-05,73.9519,61.837,65.3286,3286.16,10992.2,10534.6
1,1,438.271,9791.44,124.508,-2.52945,1.04162,0.951477,1.79104e-05,2.01799e-05,-1.98311e-05,73.9587,61.8237,65.3173,930.131,9969.49,9752.76
1,2,498.257,9830,120.724,-2.31026,0.856138,1.25309,1.80529e-05,2.01324e-05,-2.02586e-05,73.9665,61.8096,65.307,997.294,9340.67,9969.85
1,3,516.749,9747.21,119.731,-2.25881,0.583531,1.55163,1.78703e-05,2.01065e-05,-2.03827e-05,73.9718,61.8004,65.3021,993.581,10009.7,8920.44
1,4,514.3,9689.64,102.624,-2.0763,0.562167,1.35581,1.73984e-05,2.01e-05,-2.02368e-05,73.9761,61.7939,65.2993,543.963,9060.37,9115.73
2,0,548.079,9744.13,45.8892,-2.04497,0.670315,1.13121,1.68284e-05,2.01e-05,-1.99993e-05,73.9815,61.7885,65.2971,1253.91,8979.01,8447.94
2,1,597.293,9797.59,23.2394,-2.13504,0.634474,0.928255,1.6447e-05,2.01e-05,-1.98404e-05,73.9887,61.7809,65.2935,2070.42,10026.4,7745.84
2,2,591.78,9769.38,91.804,-2.0991,0.506993,0.544039,1.635e-05,2.01e-05,-1.98e-05,73.9963,61.7695,65.2875,1690.99,10537.6,8075.99
2,3,540.126,9741.57,156.123,-1.95276,0.683123,0.402396,1.635e-05,2.01e-05,-1.98e-05,74.003,61.758,65.2817,1308.05,10905.7,7945.75
2,4,570.173,9717.31,99.2759,-1.72774,1.16415,0.956134,1.63977e-05,2.00714e-05,-1.98238e-05,74.012,61.749,65.2787,999.009,11174.3,10165.8
3,0,531.276,9773.66,172.013,-1.89599,0.670884,0.24408,1.68266e-05,1.98141e-05,-2.00383e-05,74.018,61.7365,65.2717,1379.38,9530.3,9971.51
3,1,491.439,9859.12,111.723,-2.60047,0.614428,0.24362,1.73016e-05,1.9529e-05,-2.02758e-05,74.022,61.7298,65.2678,999.009,9445.75,9529.73
3,2,355.052,9841.55,74.6349,-2.09731,0.416175,0.198457,1.77354e-05,1.9244e-05,-2.0485e-05,74.0242,61.7259,65.2622,2945.4,12678,9167.4
3,3,398.809,9798.24,67.5583,-1.92118,0.497293,0.443596,1.7609e-05,1.8959e-05,-2.0309e-05,74.0272,61.7215,65.2578,2290.42,10788.5,9215.62
3,4,461.441,9777.35,99.1339,-2.58509,0.690785,0.733341,1.73239e-05,1.86739e-05,-2.00239e-05,74.0322,61.7128,65.2514,1776.31,9925.27,9493.64
4,0,412.874,9794.62,129.402,-2.62024,0.481763,0.825676,1.7091e-05,1.85509e-05,-1.98373e-05,74.0371,61.7023,65.2422,1120.57,9441.04,10187.6
4,1,340.154,9799.83,136.325,-2.34143,0.138894,0.896021,1.70481e-05,1.90191e-05,-2.00095e-05,74.0412,61.692,65.2317,449.537,8837.99,9775.33
4,2,375.156,9819.62,114.079,-2.35735,0.269319,1.11398,1.71906e-05,2.00642e-05,-2.05321e-05,74.0448,61.6843,65.2242,929.71,9926.63,8563.65
4,3,456.622,9909.58,62.4876,-2.08067,0.624607,1.26414,1.73012e-05,2.09698e-05,-2.0971e-05,74.0471,61.6823,65.2231,2231.97,11793.1,8789.4
4,4,404.094,9860.76,31.9195,-2.76162,0.242932,1.13818,1.7274e-05,2.12724e-05,-2.1048e-05,74.0485,61.6825,65.2223,2390.46,10071.8,7752.27
5,0,483.779,9804.71,53.257,-2.87177,0.232601,0.570226,1.70365e-05,2.06549e-05,-2.0573e-05,74.0505,61.6816,65.2229,903.237,9115.84,9089.09
5,1,486.331,9883.44,-56.3998,-2.9744,-0.0640203,1.15538,1.6799e-05,2.00373e-05,-2.00979e-05,74.0586,61.6748,65.2151,2172.22,10241.8,9590.4
5,2,448.335,9874.54,106.302,-2.91868,0.470575,1.19505,1.69233e-05,1.96911e-05,-1.97133e-05,74.0635,61.6646,65.2072,1404.51,9285.66,9200.49
5,3,493.231,9805.18,8.26782,-3.50518,0.643349,0.643628,1.73674e-05,1.95848e-05,-1.94087e-05,74.0673,61.653,65.2017,1163.62,10555.6,8754.23
5,4,510.884,9769.32,19.3518,-3.48724,0.451969,1.03172,1.78899e-05,1.95373e-05,-1.91237e-05,74.0739,61.6369,65.1963,699.999,9939.71,9371.54
6,0,551.493,9769.64,69.7533,-3.39053,0.432369,1.24594,1.81562e-05,1.95264e-05,-1.91865e-05,74.0816,61.6183,65.1909,208.346,9795.72,9505.78
6,1,534.402,9791.74,77.5946,-3.4734,0.55511,1.1061,1.81268e-05,1.95577e-05,-1.96505e-05,74.0884,61.6,65.1848,638.064,10995.6,8514.89
6,2,450.398,9790.95,110.34,-3.3985,0.649203,1.06112,1.79843e-05,1.96052e-05,-2.0268e-05,74.0945,61.5832,65.1763,1535.96,11368.2,8054.02
6,3,453.89,9753.97,170.684,-3.26084,0.824848,0.789778,1.78598e-05,1.96527e-05,-2.07867e-05,74.0994,61.5697,65.1681,1342.75,10446.1,8871.95
6,4,396.745,9832.14,187.181,-3.31941,0.729797,0.955705,1.77998e-05,1.97002e-05,-2.09505e-05,74.0978,61.5621,65.1692,823.469,10083.4,7749.89
7,0,448.608,9732.23,242.149,-3.10853,0.707806,0.829846,1.77523e-05,1.97477e-05,-2.10455e-05,74.0977,61.5566,65.1684,886.892,9158.95,7350.23
7,1,499.177,9766.03,147.046,-3.01056,0.338772,0.460812,1.77071e-05,1.98024e-05,-2.11348e-05,74.0999,61.5524,65.1679,519.225,9653.46,8104.13
7,2,530,9784.65,224.564,-2.35731,0.187565,0.331115,1.7871e-05,2.04841e-05,-2.07224e-05,74.1002,61.5478,65.1699,1103.08,9618.2,9533.55
7,3,535.198,9746.65,214.178,-2.1911,-0.0970064,0.346155,1.8061e-05,2.12442e-05,-2.02474e-05,74.1008,61.5439,65.172,1185.47,9713.89,7925
7,4,523.279,9724.55,109.548,-2.1228,-0.399796,0.317842,1.82191e-05,2.18604e-05,-1.98363e-05,74.1031,61.5413,65.1728,1963.58,9878.3,8058.03
8,0,534.005,9795.66,26.2405,-2.1051,-0.390518,0.179044,1.82295e-05,2.1812e-05,-1.97205e-05,74.1086,61.5361,65.1696,1716.38,9993.14,9134.95
8,1,512.602,9868.01,19.3562,-2.10322,-0.316305,0.104175,1.81345e-05,2.12895e-05,-1.98155e-05,74.1155,61.528,65.1627,1274.57,10324.2,9567.46
8,2,467.374,9820.67,28.9642,-2.02013,-0.569653,0.0385801,1.80498e-05,2.07979e-05,-1.99002e-05,74.1222,61.5195,65.1546,1532.85,10336.6,8876.38
8,3,531.278,9738.92,17.6452,-2.00249,-0.854368,-0.359795,1.8e-05,2.04111e-05,-1.995e-05,74.1298,61.5105,65.1474,801.263,9358.18,7694.87
8,4,652.901,9832.79,95.4547,-2.29964,-0.549672,-0.860731,1.8e-05,2.01736e-05,-1.995e-05,74.1371,61.5,65.1422,275.915,9599.3,9203.25
9,0,657.634,9842.17,3.1815,-2.17159,-0.839077,-0.874757,1.8e-05,1.9936e-05,-1.995e-05,74.1447,61.4911,65.1309,86.2006,11222.4,7261.8
9,1,577.491,9813.77,40.3491,-1.32968,-0.673849,-0.542684,1.8e-05,1.99287e-05,-1.995e-05,74.1539,61.485,65.119,925.759,10425.8,6603.48
9,2,555.36,9802.59,96.3221,-1.43501,-0.517291,-1.14043,1.8e-05,2.0139e-05,-1.995e-05,74.1595,61.4795,65.1064,1217.75,10755.1,7449.01
9,3,523.01,9794.19,97.9509,-2.01374,-0.443821,-1.03079,1.8e-05,2.03765e-05,-1.995e-05,74.1648,61.4719,65.0984,1337.35,11629.4,8092.48
9,4,470.332,9808.96,57.1501,-1.82333,-0.385604,-1.28162,1.79186e-05,2.04919e-05,-1.98279e-05,74.169,61.4674,65.0858,1240.83,10704,8701.45
10,0,438.804,9779.24,88.263,-1.932,-0.0353229,-1.5047,1.77587e-05,2.04897e-05,-1.95881e-05,74.1696,61.464,65.0725,820.201,9489.13,8805.47
10,1,458.877,9788.94,61.8936,-2.331,0.20649,-1.32723,1.75687e-05,2.04422e-05,-1.93031e-05,74.1702,61.46,65.0611,1113.99,10500,10175.9
10,2,464.582,9891.6,-7.55487,-2.41282,-0.011609,-1.07766,1.74802e-05,2.04581e-05,-1.92971e-05,74.1724,61.4555,65.0493,1885.66,11938.2,11403.1
10,3,390.012,9930.44,95.4689,-2.42947,-0.23331,-1.04293,1.76113e-05,2.06113e-05,-1.98952e-05,74.1727,61.4498,65.0366,1341.38,10355.3,8846.43
10,4,390.759,9841.27,32.1735,-1.8209,-0.238697,-0.997016,1.78013e-05,2.08013e-05,-2.06553e-05,74.1764,61.4454,65.0218,763.108,10141.5,9005.47
11,0,439.064,9826.33,182.055,-1.076,-0.448289,-0.608986,1.79913e-05,2.09913e-05,-2.14154e-05,74.1842,61.4353,65.0045,580.92,11002.6,9738.2
11,1,395.871,9826.79,139.304,-1.77323,-0.203772,-0.969624,1.80903e-05,2.06347e-05,-2.0991e-05,74.1884,61.4249,64.9869,821.741,10620.8,7724.13
11,2,414.562,9798.64,77.5884,-1.56256,-0.467515,-0.474002,1.81857e-05,2.02572e-05,-2.05215e-05,74.1954,61.4136,64.9741,935.248,10662.7,8643.57
11,3,440.025,9765.85,66.1311,-1.37673,-0.167093,-0.549242,1.82803e-05,1.98954e-05,-2.00939e-05,74.1989,61.4131,64.9675,843.408,10159.8,7366.87
11,4,446.696,9777.4,42.1986,-1.83905,-0.0218495,-0.759306,1.83719e-05,1.96561e-05,-1.9986e-05,74.2007,61.4148,64.9666,762.28,10066.5,7373.26
12,0,479.871,9774.14,9.2448,-2.31447,0.0644302,-0.778392,1.84622e-05,1.94756e-05,-2.00311e-05,74.2029,61.4155,64.9678,610.832,10814.8,7024.06
12,1,508.941,9743.31,65.2261,-2.31785,0.0778243,-0.659004,1.85474e-05,1.93052e-05,-2.00737e-05,74.206,61.4121,64.9671,465.847,11231.2,7506.27
12,2,514.039,9713.6,156.67,-2.21921,-0.137438,-0.522446,1.86e-05,1.92e-05,-2.01e-05,74.2098,61.4037,64.9632,696.875,10987,9058.93
12,3,525.019,9732.46,122.879,-2.44159,-0.322667,-0.524719,1.86e-05,1.92e-05,-2.01e-05,74.2136,61.3953,64.957,1097.21,11189,8489.1
12,4,433.707,9900.65,152.145,-2.36072,-0.186559,-0.924796,1.86034e-05,1.9202e-05,-2.01e-05,74.2137,61.3883,64.9472,464.289,10797.1,9579.82
13,0,307.104,9814.71,218.062,-1.88823,0.0411661,-0.3051,1.86338e-05,1.92203e-05,-2.01e-05,74.2139,61.3811,64.9407,1675.71,10286.4,8789.05
13,1,316.773,9714.42,227.034,-2.13751,0.225712,-0.289959,1.88594e-05,1.93557e-05,-2.01e-05,74.2141,61.3739,64.9347,2113.47,9291.54,9059.09
13,2,351.413,9803.57,187.993,-1.7916,-0.0896236,-0.128506,1.90851e-05,1.94911e-05,-2.01e-05,74.2154,61.3669,64.9288,916.736,10415.6,9573.4
13,3,362.203,9804.17,131.873,-2.17531,-0.412203,0.333559,1.92302e-05,1.96063e-05,-2.00698e-05,74.2178,61.3606,64.9226,696.2,9244.77,9507.24
13,4,356.979,9822.15,64.8799,-2.41199,-0.587044,0.619257,1.89399e-05,1.96127e-05,-1.98763e-05,74.2209,61.3557,64.9161,1589.69,10619.9,8945.3
14,0,344.091,9856.02,22.3131,-2.63075,-0.535847,0.718371,1.84435e-05,1.95676e-05,-1.96055e-05,74.2243,61.3516,64.9092,1552.66,10991.7,8649.94
14,1,377.599,9804.2,22.6812,-3.01486,-0.442135,0.658729,1.79562e-05,1.95255e-05,-1.94049e-05,74.2284,61.3468,64.9027,1101.55,10299.8,8614.12
14,2,438.324,9728.19,30.032,-3.32922,-0.380345,0.595975,1.75186e-05,1.95e-05,-1.95855e-05,74.2341,61.3388,64.8953,1412.11,10526,8621.32
14,3,445.718,9794.76,20.5157,-3.53258,-0.192436,0.801277,1.71575e-05,1.95e-05,-2.03527e-05,74.2407,61.3256,64.8857,1507.71,10096.5,8682.99
14,4,492.292,9832.72,74.3059,-4.02732,-0.128087,0.992245,1.68118e-05,1.94984e-05,-2.10941e-05,74.2451,61.3062,64.8794,1292.58,10084.7,8197.82
15,0,425.549,9797.69,76.1515,-4.02732,-0.383832,1.24992,1.65888e-05,1.94839e-05,-2.16289e-05,74.249,61.2876,64.8734,2391.87,9702.7,9978.22
15,1,496.728,9814.5,52.5163,-4.05437,-0.725263,1.34302,1.70852e-05,1.93936e-05,-2.0952e-05,74.25,61.2768,64.8772,839.723,9456.45,9676.54
15,2,434.841,9783.07,157.466,-4.14714,-0.681595,1.19831,1.75817e-05,1.93033e-05,-2.0275e-05,74.2463,61.2674,64.8826,2544.18,10151.6,9160.8
