Devices,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,
6,1,-7522.82,3491.77,9448.61,98.0757,45.174,142.156,3.41E-05,9.01E-06,-1.67E-05,5.89242,24.5264,82.8585,-5412.11,4082.17,19523.5
6,2,-7498.06,3522.96,9306.19,96.0055,45.6826,146.76,3.35E-05,9.05E-06,-1.73E-05,6.20684,24.964,83.3893,-5961.33,3887.89,18847.9
6,3,-7562.22,3530.38,9178.52,93.7242,45.9669,150.814,3.30E-05,8.87E-06,-1.72E-05,6.51713,25.3968,83.9394,-6686.53,3477.74,17048.5
6,4,-7626.19,3520.81,9087.65,91.762,46.0235,154.427,3.26E-05,8.59E-06,-1.68E-05,6.82535,25.8247,84.5033,-6654.75,3698.51,17918.4
7,0,-7543.34,3550.49,8896.97,89.6356,45.9088,158.066,3.22E-05,8.30E-06,-1.64E-05,7.13213,26.2462,85.0788,-6753.78,1744.5,18290.6
7,1,-7431.52,3521.32,8758.99,86.9716,46.5352,161.226,3.19E-05,8.29E-06,-1.70E-05,7.43349,26.6607,85.6618,-6190.4,2364.07,17951.7
7,2,-7205.77,3442.27,8515.22,84.153,47.4598,164.41,3.16E-05,8.34E-06,-1.77E-05,7.72776,27.0699,86.2564,-5921.7,2503.83,16750.2
7,3,-7024.09,3351.31,8321.71,81.8503,48.7628,166.92,3.13E-05,8.38E-06,-1.85E-05,8.01446,27.4771,86.8617,-6205.49,3648.56,16566.7
7,4,-6900.5,3268.79,8134.09,79.8157,51.0221,169.425,3.06E-05,8.68E-06,-1.86E-05,8.29073,27.8864,87.4812,-5710.83,4039.86,17538.1
8,0,-6761.86,3233.52,7983.52,77.4211,53.6588,172.033,2.98E-05,9.10E-06,-1.84E-05,8.54259,28.3064,88.1106,-5206.21,3403.63,17823.2
8,1,-6626.26,3203.34,7853.33,74.8132,56.3909,174.389,2.90E-05,9.49E-06,-1.83E-05,8.74548,28.7546,88.7408,-5607.87,2271.17,17088.7
8,2,-6573.09,3166.85,7721.09,72.5738,58.9859,176.534,2.83E-05,9.66E-06,-1.82E-05,8.90345,29.2295,89.3731,-5438.47,2293.58,17132.6
8,3,-6615.82,3172.55,7637.58,70.6543,60.8738,178.831,2.79E-05,9.47E-06,-1.82E-05,9.05075,29.7054,90.0179,-3932.43,4160.09,18763.8
8,4,-6677.68,3115.8,7626.1,68.3847,62.4172,180.886,2.75E-05,9.29E-06,-1.83E-05,9.18659,30.1785,90.6714,-6101.69,3661.55,18924.3
9,0,-6607.92,3033.1,7703.28,66.536,63.7228,183.096,2.72E-05,9.18E-06,-1.83E-05,9.31474,30.6463,91.334,-5047.26,4090.51,16070
9,1,-6601.1,2975.77,7732.29,64.9632,64.6089,184.331,2.75E-05,9.27E-06,-1.84E-05,9.43505,31.1091,92.0011,-4938.38,2410.61,16664.3
9,2,-6586.15,2855.59,7653.55,63.3356,66.6846,185.783,2.78E-05,9.36E-06,-1.84E-05,9.5441,31.5716,92.6731,-6192.84,2891.18,16590.3
9,3,-6290.64,2812.48,7589.52,61.1651,69.5158,187.83,2.78E-05,9.44E-06,-1.82E-05,9.6449,32.0308,93.3563,-6005.39,2591.7,17055.8
9,4,-5974.75,2806.59,7506.34,58.5955,72.4041,189.984,2.72E-05,9.49E-06,-1.76E-05,9.73654,32.4865,94.0517,-5454.65,2882.47,16361.6
10,0,-5837.65,2848.58,7401.87,55.7066,74.3688,192.107,2.63E-05,9.54E-06,-1.66E-05,9.81888,32.9378,94.7581,-4907.41,3039.89,16550
10,1,-5805.76,2894.14,7321.28,52.8222,75.4334,194.046,2.56E-05,9.60E-06,-1.58E-05,9.89292,33.3833,95.4736,-3662.79,2833.39,17074.1
10,2,-5776.25,2908.55,7295.37,50.1185,75.8344,195.641,2.51E-05,9.72E-06,-1.53E-05,9.96052,33.8203,96.1958,-3582.33,2384.91,15720.3
10,3,-5764.69,2931.19,7288.72,47.4015,75.2206,197.013,2.50E-05,9.90E-06,-1.51E-05,10.0248,34.2458,96.9224,-6424.11,1556.66,14150.8
10,4,-5672.63,2933.75,7232.27,44.8612,73.8502,198.365,2.49E-05,1.01E-05,-1.50E-05,10.0902,34.6572,97.6522,-5620.81,1938.05,16703.6
11,0,-5549.89,2867.72,7197.44,42.9222,72.231,199.341,2.50E-05,1.02E-05,-1.50E-05,10.158,35.0545,98.3852,-5313.56,2159.11,16523.2
11,1,-5289.1,2849.83,7031.15,40.6139,70.3094,200.831,2.57E-05,1.03E-05,-1.53E-05,10.2328,35.4343,99.1259,-4836.71,1814.46,14751.7
11,2,-5103.8,2818.01,6916.6,38.4652,69.0421,202.111,2.63E-05,1.04E-05,-1.56E-05,10.3097,35.8017,99.8737,-4760.51,1689.11,15806.6
11,3,-4883.93,2852.87,6846.13,36.9652,68.3475,203.133,2.67E-05,1.05E-05,-1.57E-05,10.4085,36.1564,100.631,-2652.94,2285.48,16500.5
11,4,-4684.15,2839.31,6759.75,35.4982,68.182,203.98,2.63E-05,1.04E-05,-1.53E-05,10.5447,36.4945,101.402,-3120.97,2455.28,16098.1
12,0,-4508.34,2841.7,6682.52,33.8041,68.7039,204.588,2.56E-05,1.03E-05,-1.48E-05,10.6926,36.8234,102.181,-3133.93,2835.65,16254.1
12,1,-4310.96,2870.91,6641.26,32.1899,69.947,204.95,2.50E-05,1.03E-05,-1.43E-05,10.8329,37.15,102.963,-2769.13,3422.6,16753.1
12,2,-4076.58,2915.9,6618.1,31.0123,71.9358,205.157,2.45E-05,1.06E-05,-1.39E-05,10.964,37.478,103.747,-3063.72,3724.91,16611.6
12,3,-3837.68,3001.06,6584.19,30.0438,74.6397,205.139,2.41E-05,1.12E-05,-1.36E-05,11.0836,37.8096,104.533,-1865.73,3737.92,16536.6
12,4,-3602.43,2994.94,6549.99,28.5905,77.4749,204.528,2.38E-05,1.18E-05,-1.33E-05,11.1892,38.1436,105.318,-1698.17,2901.1,16974.9
13,0,-3388.96,2935.84,6568.6,27.6456,80.2308,203.765,2.38E-05,1.23E-05,-1.30E-05,11.2821,38.4812,106.102,-683.132,2255.96,16037
13,1,-3254.35,2948.95,6455.9,25.763,83.1334,203.351,2.45E-05,1.28E-05,-1.28E-05,11.3576,38.8196,106.888,-1144.33,5285.83,14950.3
13,2,-3066.79,2955.45,6341.47,23.4333,86.0832,202.662,2.53E-05,1.33E-05,-1.26E-05,11.4146,39.1575,107.678,-230.219,4542.09,16298.1
13,3,-2841.25,3069.38,6227.49,21.0283,89.1012,202.044,2.55E-05,1.37E-05,-1.26E-05,11.4519,39.4957,108.476,-734.408,4028.51,14307.7
13,4,-2623.25,3177.83,6111.7,18.4076,92.267,201.198,2.49E-05,1.40E-05,-1.27E-05,11.4686,39.8326,109.279,-1569.66,3251.35,14216.7
14,0,-2436.37,3222.07,5995.77,15.445,95.5983,200.389,2.40E-05,1.42E-05,-1.30E-05,11.4641,40.167,110.084,-1121.36,2275.84,15464.8
14,1,-2299.61,3232.6,5852.8,12.6015,99.2361,199.374,2.32E-05,1.43E-05,-1.32E-05,11.4372,40.4998,110.89,-1086.7,1859.78,16211
14,2,-2249.24,3178.77,5723.89,10.5289,103.314,197.888,2.28E-05,1.44E-05,-1.31E-05,11.3874,40.8352,111.696,-2067.72,2709.89,15513.6
14,3,-2312.23,3038.58,5670.04,8.77104,107.592,196.404,2.27E-05,1.45E-05,-1.26E-05,11.314,41.1744,112.502,-1619.42,3922.66,14052.2
14,4,-2421.74,3098.38,5529.19,5.34363,111.223,195.114,2.27E-05,1.45E-05,-1.23E-05,11.2143,41.5104,113.315,-1267.36,2296.19,16144.4
15,0,-2338.67,3357.37,5319.84,1.32273,112.876,192.746,2.27E-05,1.46E-05,-1.20E-05,11.091,41.8364,114.134,-1200.05,1435.12,15039.4
15,1,-2169.36,3313.18,5288.56,-1.12177,113.428,190.057,2.27E-05,1.46E-05,-1.20E-05,10.9525,42.1528,114.946,-120.005,3470.2,14054.6
15,2,-2150.91,3200.58,5382.11,-3.83636,114.029,188.824,2.27E-05,1.46E-05,-1.20E-05,10.8027,42.4593,115.757,0,4555.39,14291.7
15,3,-2086.65,3090.27,5456.46,-6.59109,114.933,188.287,2.27E-05,1.47E-05,-1.18E-05,10.6416,42.7563,116.569,0,3576.07,14011.8
15,4,-2002.96,3071.14,5509.88,-8.70033,115.657,187.322,2.29E-05,1.51E-05,-1.14E-05,10.4704,43.0461,117.378,134.027,3636.97,14477.6
16,0,-1909.91,3061.08,5602.69,-10.2827,115.897,185.397,2.32E-05,1.57E-05,-1.08E-05,10.2907,43.3293,118.182,497.576,3425.36,13665.3
16,1,-1819.98,3018.66,5727.03,-11.6373,115.395,182.342,2.34E-05,1.62E-05,-1.03E-05,10.104,43.6046,118.974,-64.8963,2655.93,12751.9
16,2,-1753.48,3035.74,5813.17,-12.7553,114.074,178.593,2.36E-05,1.65E-05,-1.02E-05,9.91305,43.8709,119.751,-965.865,2923.98,13827.7
16,3,-1697.8,3171.17,5814.51,-13.508,112.122,175.153,2.36E-05,1.66E-05,-1.04E-05,9.72185,44.1282,120.514,8.25273,4277.97,15070
16,4,-1608.04,3253.54,5750.87,-14.0801,109.628,172.571,2.35E-05,1.67E-05,-1.07E-05,9.53429,44.3761,121.265,482.772,4646.95,14459.8
17,0,-1540.12,3235.93,5706.9,-14.7294,106.97,170.784,2.34E-05,1.68E-05,-1.08E-05,9.35186,44.6146,122.008,-575.682,3921.57,15018.7
17,1,-1343.81,3269.55,5674.15,-16.0084,105.086,169.77,2.29E-05,1.69E-05,-1.09E-05,9.1715,44.8418,122.748,-768.162,2039.06,14213.1
17,2,-1204.48,3320.11,5736.97,-17.4197,103.261,168.43,2.24E-05,1.70E-05,-1.10E-05,8.99232,45.0579,123.483,-138.153,1896.77,14747.6
17,3,-1167.51,3412.29,5827.7,-18.3194,101.635,166.946,2.24E-05,1.71E-05,-1.10E-05,8.8137,45.2664,124.214,-680.381,2434.54,16042.6
17,4,-1163,3482.1,5892.49,-19.152,100.393,165.268,2.29E-05,1.72E-05,-1.08E-05,8.63298,45.4686,124.942,-393.023,3499.06,15522.6
18,0,-1148.03,3541.71,5946.57,-20.1654,99.729,162.995,2.36E-05,1.73E-05,-1.05E-05,8.44693,45.6641,125.664,174.79,4118.22,15143.6
18,1,-1102.83,3564.31,6000.56,-20.9167,99.7797,160.427,2.42E-05,1.74E-05,-1.03E-05,8.25425,45.8549,126.375,26.5982,4012.14,14619.8
18,2,-1044.51,3533.64,6042.28,-20.856,100.463,157.865,2.45E-05,1.78E-05,-1.04E-05,8.05515,46.045,127.072,-399.531,3743.08,13485.3
18,3,-986.87,3498.88,6062.17,-20.2597,101.692,155.005,2.45E-05,1.82E-05,-1.06E-05,7.84779,46.2375,127.753,-210.714,3605.11,14406.8
18,4,-847.011,3450.3,6051.25,-20.2918,103.899,152.125,2.44E-05,1.86E-05,-1.08E-05,7.625,46.4327,128.423,-60.8775,3197.13,16964.5
19,0,-678.734,3382.66,5978.23,-21.007,107.085,149.608,2.42E-05,1.89E-05,-1.08E-05,7.38048,46.6305,129.09,-608.775,2609.44,14438.7
19,1,-511.917,3433.35,5854.78,-22.4162,111.052,146.814,2.37E-05,1.90E-05,-1.06E-05,7.1049,46.8297,129.755,57.3658,5562.3,15145.2
19,2,-410.006,3467.48,5811.56,-24.1307,116.114,144.125,2.32E-05,1.90E-05,-1.03E-05,6.79663,47.0303,130.417,443.058,4970.98,14593.9
19,3,-410.721,3484.78,5774.04,-26.1136,121.393,141.586,2.29E-05,1.90E-05,-1.02E-05,6.45503,47.231,131.077,385.525,4242.8,14922.9
19,4,-409.424,3547.44,5744.62,-28.6947,125.926,139.065,2.28E-05,1.91E-05,-1.03E-05,6.0818,47.4273,131.736,-48.536,3285.82,14770.8
20,0,-477.942,3610.05,5810.66,-31.7201,129.284,136.501,2.28E-05,1.91E-05,-1.05E-05,5.68065,47.6153,132.396,34.1399,3419.48,13705.8
20,1,-611.32,3633.56,5979.91,-34.7504,131.347,134.109,2.28E-05,1.91E-05,-1.08E-05,5.25805,47.792,133.054,601.121,3768.7,13659.5
20,2,-729.002,3663.38,6179.34,-37.5168,132.214,132.088,2.29E-05,1.93E-05,-1.09E-05,4.82092,47.956,133.71,777.898,3795.81,14971.3
20,3,-840.311,3758.41,6367.73,-40.2096,131.874,130.348,2.30E-05,1.96E-05,-1.11E-05,4.37545,48.1052,134.362,106.785,4412.73,15149.3
20,4,-1009.68,3858.32,6562.34,-43.2361,129.714,128.765,2.30E-05,1.99E-05,-1.13E-05,3.92967,48.2345,135.011,-925.548,2595,14704.4
21,0,-1124.89,3869.59,6664.6,-45.8453,126.113,127.292,2.30E-05,1.99E-05,-1.14E-05,3.4914,48.3429,135.655,-644.758,1591.11,16410.3
21,1,-1228.52,3934.44,6751.06,-48.2928,121.588,125.869,2.28E-05,1.96E-05,-1.15E-05,3.06693,48.4272,136.292,-64.4758,3646.27,15073.4
21,2,-1322.08,3951.04,6912.3,-50.5197,116.599,124.746,2.26E-05,1.93E-05,-1.15E-05,2.65804,48.4903,136.926,0,5270.15,15231.3
21,3,-1351.13,3997.92,7039.52,-52.8048,111.422,124.135,2.25E-05,1.92E-05,-1.15E-05,2.26694,48.5316,137.556,0,4503.16,16529
21,4,-1368.61,4000.12,7121.6,-55.154,106.56,123.84,2.23E-05,1.95E-05,-1.13E-05,1.89269,48.5515,138.184,120.563,4767.23,16866.8
22,0,-1365.47,3963.89,7213.5,-57.4222,102.525,123.375,2.22E-05,1.98E-05,-1.11E-05,1.53124,48.5519,138.809,385.947,4737.44,16071.8
22,1,-1301.96,3948.56,7314.17,-59.5423,99.4763,122.423,2.22E-05,2.01E-05,-1.08E-05,1.17757,48.5349,139.432,712.651,4804.93,16320.2
22,2,-1189.96,3945.53,7358.45,-61.5969,97.3327,121.055,2.24E-05,2.01E-05,-1.05E-05,0.826653,48.5019,140.05,647.636,5027.03,17194.8
22,3,-1099.25,3877.69,7321.91,-63.7314,95.9535,119.31,2.29E-05,2.00E-05,-1.02E-05,0.473594,48.454,140.667,92.996,3781.44,16068.8
22,4,-1070.74,3762.42,7290.12,-65.9699,95.0937,116.606,2.33E-05,1.99E-05,-9.92E-06,0.114137,48.3907,141.277,466.319,4781.29,16140.4
23,0,-1116.14,3698.34,7254.3,-67.8914,95.2068,113.163,2.36E-05,1.98E-05,-9.80E-06,-0.256287,48.314,141.878,478.373,2666.92,14901.3
23,1,-1163.37,3739.36,7244.36,-70.1237,96.408,109.691,2.38E-05,1.97E-05,-9.89E-06,-0.64509,48.2226,142.469,908.909,3359.2,15619.1
23,2,-1098.74,3789.87,7224.8,-72.4703,98.5608,106.268,2.39E-05,1.96E-05,-9.98E-06,-1.0538,48.1181,143.048,191.349,4387.51,16597.6
23,3,-996.77,3800.43,7170.26,-73.899,101.844,102.535,2.38E-05,1.95E-05,-1.01E-05,-1.48684,48.0067,143.612,-610.738,2917.32,16911.4
23,4,-882.959,3746.77,7119.03,-74.8011,105.918,98.413,2.36E-05,1.93E-05,-1.02E-05,-1.94935,47.8921,144.161,-348.993,3347.85,16346.3
24,0,-751.931,3665.62,7015.09,-75.374,110.122,94.3102,2.32E-05,1.92E-05,-1.03E-05,-2.44155,47.7761,144.697,37.0566,4049.05,15646.3
24,1,-625.594,3589.21,6875.41,-75.6898,114.179,90.6494,2.30E-05,1.91E-05,-1.03E-05,-2.96172,47.6598,145.22,44.4679,3533.22,15947.3
24,2,-509.421,3490.1,6792.29,-75.9384,118.463,87.547,2.30E-05,1.91E-05,-1.03E-05,-3.51059,47.5443,145.732,317.366,2699.12,16656.3
24,3,-360.207,3343.06,6823.53,-76.1972,123.49,84.9107,2.32E-05,1.91E-05,-1.02E-05,-4.09195,47.4313,146.238,846.309,2322.95,16310.5
24,4,-180.989,3251.44,6969.75,-76.0475,129.16,82.7601,2.34E-05,1.91E-05,-1.01E-05,-4.7089,47.3245,146.739,215.161,2568.47,16557.4
25,0,-108.517,3270.62,7186.43,-75.4413,135.201,81.196,2.35E-05,1.94E-05,-9.64E-06,-5.36228,47.2271,147.239,2151.61,3946.04,15310.1
25,1,-194.053,3245.77,7448.98,-75.0913,141.569,80.158,2.33E-05,1.99E-05,-8.92E-06,-6.05678,47.1394,147.736,655.327,1743.99,16140.3
25,2,-307.191,3312.94,7709.72,-74.5215,147.167,79.4842,2.32E-05,2.04E-05,-8.19E-06,-6.78202,47.06,148.23,636.764,3673.95,17859.3
25,3,-536.72,3347.69,7885.87,-74.18,151.16,78.6897,2.31E-05,2.08E-05,-7.76E-06,-7.52994,46.9847,148.717,1206.69,3176.68,17060.6
25,4,-877.069,3329.81,8064.38,-74.4425,153.629,77.6375,2.31E-05,2.09E-05,-7.65E-06,-8.29002,46.8919,149.204,574.048,2346.91,17434.3
26,0,-1238.68,3283.05,8244.17,-75.0626,154.829,76.2855,2.31E-05,2.09E-05,-7.65E-06,-9.05928,46.7731,149.692,-845.456,2480.68,17541.2
26,1,-1554.95,3240.23,8398.49,-76.0654,154.991,74.4696,2.31E-05,2.08E-05,-7.80E-06,-9.83947,46.6343,150.177,-1504.26,3465.37,17184.5
26,2,-1777.7,3225.91,8522.64,-77.5259,154.272,72.404,2.30E-05,2.07E-05,-8.24E-06,-10.6282,46.4819,150.656,-571.416,3914.62,17428.8
26,3,-1870.6,3234.74,8613.3,-79.1131,152.877,70.8633,2.29E-05,2.05E-05,-8.87E-06,-11.4172,46.3155,151.129,62.1134,2674.53,17508.8
26,4,-1889.63,3222.13,8644.3,-80.6838,151.336,70.147,2.28E-05,2.03E-05,-9.44E-06,-12.2027,46.136,151.599,-3222.93,2012.63,17219.1
27,0,-1882.26,3214.32,8563.32,-82.572,150.353,68.9073,2.27E-05,1.99E-05,-9.53E-06,-12.9884,45.9435,152.064,-755.567,3449.2,15862.3
27,1,-1878.85,3147.72,8461.86,-83.7965,149.717,67.4769,2.24E-05,1.93E-05,-9.17E-06,-13.7758,45.7393,152.522,-61.575,4198.77,17551
27,2,-1821.07,3096.76,8409.8,-84.9891,149.166,66.5612,2.22E-05,1.87E-05,-8.81E-06,-14.5629,45.5252,152.977,-1341.89,2179.21,16444.4
27,3,-1838.91,3063.87,8330.88,-86.6294,149.202,64.9451,2.24E-05,1.86E-05,-8.60E-06,-15.3572,45.299,153.426,-1529.54,2662.35,16932.4
27,4,-1843.22,3061.31,8227.41,-88.2062,149.931,62.6931,2.29E-05,1.91E-05,-8.55E-06,-16.1622,45.0624,153.866,-847.773,2760.33,17706.6
28,0,-1801.47,3059.38,8142.86,-89.8298,151.235,60.3651,2.36E-05,1.96E-05,-8.55E-06,-16.9852,44.8279,154.294,-218.301,1930.49,16962.9
28,1,-1782.16,2980.63,8081.76,-91.6261,153.016,57.8852,2.42E-05,2.00E-05,-8.66E-06,-17.8313,44.5988,154.706,56.9443,1588.02,16689.9
28,2,-1805.82,2831.48,7978.9,-93.152,155.2,54.8312,2.45E-05,2.01E-05,-8.98E-06,-18.6998,44.3672,155.099,189.303,2519.29,17229.9
28,3,-1798.7,2727.5,7795.84,-93.7488,157.726,51.428,2.47E-05,2.00E-05,-9.44E-06,-19.5881,44.128,155.475,296.647,3626.41,16160.6
28,4,-1783.39,2677.05,7634.14,-93.4012,160.681,48.6253,2.49E-05,1.99E-05,-9.84E-06,-20.4982,43.8873,155.835,282.306,3101.64,17361.5
29,0,-1858.08,2539.33,7389.63,-92.2881,163.972,46.326,2.48E-05,1.98E-05,-9.85E-06,-21.4293,43.65,156.177,232.009,3430.73,16907.3
29,1,-1900.75,2436.8,7124.12,-89.9716,166.091,44.6257,2.45E-05,1.98E-05,-9.53E-06,-22.3747,43.4236,156.5,23.2009,2855.45,18003.9
29,2,-1916.6,2261.46,7076.3,-86.947,167.518,43.8151,2.42E-05,1.98E-05,-9.22E-06,-23.3283,43.2117,156.81,-717.398,2914.17,17067.6
29,3,-2059.3,2096.65,7104.38,-83.3501,168.228,42.951,2.41E-05,1.97E-05,-8.90E-06,-24.2879,43.0161,157.108,-763.413,2733.09,16086.1
29,4,-2242.68,1967.59,7218,-79.6892,168.115,41.5276,2.41E-05,1.96E-05,-8.58E-06,-25.2497,42.835,157.392,-71.7232,2281.27,15572.5
30,0,-2447.71,1898.27,7410.95,-76.3324,167.5,40.0179,2.41E-05,1.94E-05,-8.27E-06,-26.2106,42.6662,157.663,-532.552,1977.03,16787.9
30,1,-2715.25,1919.07,7613.35,-73.4578,166.375,38.8428,2.43E-05,1.91E-05,-8.14E-06,-27.1669,42.5074,157.92,-1447.7,1459.08,18227.4
30,2,-3011.21,1979.19,7786.8,-71.1077,164.205,37.8984,2.46E-05,1.88E-05,-8.35E-06,-28.112,42.3435,158.167,-1046.25,1370.59,18328.4
30,3,-3258.93,2004.39,7968.85,-69.3016,160.655,36.8512,2.51E-05,1.84E-05,-8.76E-06,-29.0387,42.1536,158.406,-122.545,2532.63,18025.8
30,4,-3544.88,2101.8,8154.22,-68.1392,156.366,35.4695,2.56E-05,1.80E-05,-9.14E-06,-29.9459,41.9449,158.636,-924.701,1531.23,17142
31,0,-3817.23,2149.42,8279.91,-67.4462,151.8,33.2688,2.58E-05,1.81E-05,-9.33E-06,-30.8344,41.7299,158.853,-3732.48,509.225,17636.2
31,1,-3990.55,2092.46,8326.88,-67.3436,146.423,30.5013,2.59E-05,1.85E-05,-9.38E-06,-31.6914,41.5015,159.047,-2216.09,1624.17,17033.5
31,2,-4111.37,2049.43,8334.83,-67.5582,141.283,28.2059,2.59E-05,1.89E-05,-9.42E-06,-32.5209,41.2616,159.226,-1955.67,3150.95,16405.1
31,3,-4116.2,1994.69,8314.28,-68.2516,137.111,25.7234,2.60E-05,1.91E-05,-9.21E-06,-33.3291,41.0076,159.394,-2222.99,1809.84,16751.4
31,4,-4058.95,2015.47,8236.36,-69.5919,133.965,23.0024,2.62E-05,1.91E-05,-8.78E-06,-34.1221,40.7395,159.553,-3640.11,629.385,16856.2
32,0,-3983.44,2070.73,8108.2,-71.23,131.914,19.9694,2.64E-05,1.91E-05,-8.28E-06,-34.9067,40.4572,159.704,-3925.39,162.896,16764.8
32,1,-3898.67,2088.76,7975.52,-73.4254,130.969,16.6464,2.66E-05,1.90E-05,-8.05E-06,-35.6893,40.1569,159.845,-2713.1,172.987,16995.7
32,2,-3787.36,2079.87,7886.88,-76.5757,130.969,13.0403,2.70E-05,1.88E-05,-8.26E-06,-36.4748,39.8325,159.978,-1990.07,1047.54,17394.2
32,3,-3658.05,2095.91,7859.45,-80.4314,131.628,9.22928,2.75E-05,1.86E-05,-8.72E-06,-37.2661,39.4804,160.103,-2022.51,2488.16,17524.5
32,4,-3595.21,2095.64,7866.47,-84.7011,132.625,5.74898,2.79E-05,1.84E-05,-9.11E-06,-38.0676,39.1013,160.222,-316.787,2502.63,17689.7
