Devices,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,
6,0,-1853.8,1096.79,9606.29,5.14902,3.34654,-2.93798,3.06E-05,3.87E-06,-4.55E-06,-1.89296,13.658,81.4306,42.3977,67.2216,16255.1
6,1,-1720.41,1155.78,9593.54,5.23311,3.78197,-2.49722,3.03E-05,3.71E-06,-4.33E-06,-1.87881,13.6896,81.4135,282.586,654.714,18217.8
6,2,-1705.74,1246.67,9691.94,5.37584,4.44061,-2.28091,3.05E-05,3.53E-06,-4.13E-06,-1.86401,13.7245,81.3946,459.233,1490.31,19155.2
6,3,-1680.31,1348.93,9708.99,5.06244,5.67723,-1.61777,3.08E-05,3.34E-06,-3.94E-06,-1.85132,13.7632,81.3776,-265.6,1199.59,18194.7
6,4,-1618.19,1313.45,9735.37,4.34663,6.49315,-0.846216,3.10E-05,3.21E-06,-3.78E-06,-1.84254,13.801,81.3635,-1195.2,-166.565,17880.8
7,0,-1802.89,1374.57,9735.34,3.62453,7.01922,-0.412086,3.11E-05,3.51E-06,-3.88E-06,-1.83861,13.8422,81.3484,0,2639.71,19767
7,1,-1730.07,1174.54,9823.63,3.05595,8.20343,-0.124842,3.11E-05,3.87E-06,-4.02E-06,-1.84263,13.8809,81.3336,401.787,1469.33,20030.5
7,2,-1746.38,1144.45,9701.54,2.72242,8.54015,0.371198,3.11E-05,4.23E-06,-4.15E-06,-1.84863,13.9206,81.3209,-991.177,267.858,18284.4
7,3,-1767.97,1168.02,9642.53,2.3636,8.63861,0.415072,3.11E-05,4.21E-06,-4.23E-06,-1.85656,13.9603,81.3135,-244.972,1004.58,19110.4
7,4,-1856.31,1230.61,9606.84,1.5843,8.26502,-0.0240877,3.11E-05,4.05E-06,-4.28E-06,-1.86684,13.9988,81.3075,91.5436,1004.01,19054.6
8,0,-1846.15,1208.53,9621.04,0.898817,8.18907,-0.497331,3.12E-05,3.87E-06,-4.32E-06,-1.87965,14.0342,81.301,-244.831,358.299,19828.9
8,1,-1829.75,1194.17,9650.74,0.0781835,8.08252,-0.867541,3.13E-05,3.82E-06,-4.53E-06,-1.89495,14.0663,81.2937,-293.797,77.9978,20521.6
8,2,-1920.52,1251.65,9642.67,-1.07081,7.46936,-1.18285,3.14E-05,3.93E-06,-4.96E-06,-1.91255,14.0952,81.2845,61.8848,730.286,19456.4
8,3,-1975.81,1235.09,9598.25,-1.99119,7.01045,-1.50882,3.15E-05,4.07E-06,-5.41E-06,-1.93275,14.1207,81.272,-278.378,1837.8,18399.9
8,4,-2028.26,1216.83,9483.38,-3.13358,6.69047,-2.30175,3.16E-05,4.22E-06,-5.81E-06,-1.95706,14.1428,81.2561,-2186.67,1299.05,17448.2
9,0,-2056.71,1168.19,9475.87,-4.79095,5.76293,-2.88003,3.17E-05,4.48E-06,-5.80E-06,-1.98549,14.1569,81.2385,-1913.49,1544.16,18123.7
9,1,-2102.53,1219.72,9627.34,-5.38359,4.67003,-3.17748,3.17E-05,4.75E-06,-5.76E-06,-2.0129,14.1659,81.2241,572.044,2209.42,19601.8
9,2,-1951.26,1265.05,9634.12,-6.25172,3.93089,-3.59095,3.18E-05,5.02E-06,-5.71E-06,-2.03837,14.1678,81.2099,-587.13,1717.95,19522
9,3,-1804.47,1224.51,9614.55,-7.18064,3.42106,-3.79073,3.17E-05,4.90E-06,-5.57E-06,-2.06438,14.1628,81.1962,-139.214,1667.85,19271
9,4,-1703.79,1239.58,9523.21,-7.60525,3.65741,-4.35264,3.15E-05,4.64E-06,-5.39E-06,-2.09144,14.1569,81.1841,-34.6867,1772.23,18589
10,0,-1610.78,1235.14,9500.2,-7.39908,5.13962,-4.81403,3.13E-05,4.37E-06,-5.21E-06,-2.12145,14.1554,81.173,-1266.1,924.422,18661.7
10,1,-1570.9,1209.89,9529.94,-6.89602,6.47508,-5.14157,3.12E-05,4.32E-06,-5.03E-06,-2.15333,14.1582,81.1613,-1258.6,306.704,19134.6
10,2,-1637.6,1218.34,9558.56,-6.2945,7.36951,-5.48524,3.11E-05,4.57E-06,-4.85E-06,-2.18655,14.1669,81.1461,-323.06,1150.95,18647.9
10,3,-1721.75,1209.1,9640.92,-5.3458,9.28928,-5.63061,3.11E-05,4.84E-06,-4.67E-06,-2.22253,14.1851,81.1252,-1406.92,2180.79,17983.8
10,4,-1687.45,1132.17,9674.27,-3.86405,10.2686,-5.98742,3.11E-05,5.05E-06,-4.52E-06,-2.2571,14.2086,81.1011,557.42,2032.23,19600.8
11,0,-1838.73,1021.71,9826.04,-2.11664,10.945,-6.26897,3.11E-05,4.77E-06,-4.64E-06,-2.29163,14.2392,81.0742,0,64.3943,17221.4
11,1,-1675.36,958.462,9818.06,-0.458282,11.5016,-6.49221,3.11E-05,4.45E-06,-4.78E-06,-2.32107,14.2731,81.0504,-275.718,6.43943,19098.4
11,2,-1671.12,1003.55,9732.42,1.05531,11.6808,-7.08519,3.11E-05,4.14E-06,-4.91E-06,-2.34571,14.3129,81.0243,-951.065,468.799,19724.2
11,3,-1762.1,929.163,9778.16,2.42188,12.1227,-7.12858,3.11E-05,4.16E-06,-5.05E-06,-2.37005,14.3579,80.9977,-1931.02,175.8,19266.1
11,4,-1910.48,948.837,9806.85,3.21957,11.5777,-7.78407,3.11E-05,4.28E-06,-5.18E-06,-2.39192,14.4052,80.9675,-1396.3,226.286,19529.2
12,0,-2094.19,1067.42,9737.61,3.20271,10.4245,-8.15652,3.12E-05,4.42E-06,-5.32E-06,-2.4111,14.4532,80.9327,-247.15,633.588,19121.9
12,1,-2205.44,1183.63,9677.33,2.21073,9.2846,-8.013,3.12E-05,4.48E-06,-5.24E-06,-2.42958,14.4978,80.8957,-351.016,704.59,18334.3
12,2,-2271.57,1284.04,9677.12,0.302769,7.91469,-8.36109,3.13E-05,4.44E-06,-4.89E-06,-2.44977,14.5347,80.8572,-1515.49,1077.25,17968.4
12,3,-2409.16,1414.72,9595.73,-2.13744,5.99788,-9.33658,3.13E-05,4.39E-06,-4.53E-06,-2.47278,14.5626,80.8167,-1696.92,2363.69,17186.3
12,4,-2376.86,1493.4,9420.34,-4.74565,4.32272,-9.36737,3.13E-05,4.39E-06,-4.24E-06,-2.49834,14.5791,80.78,-747.558,1432.16,16848.5
13,0,-2505.37,1428.88,9628.09,-7.54878,2.13642,-10.1672,3.08E-05,4.69E-06,-4.49E-06,-2.52992,14.5806,80.7421,0,1405.5,16762.8
13,1,-2453.97,1389.21,9498.81,-9.92857,0.09409,-11.7452,3.03E-05,5.01E-06,-4.76E-06,-2.5646,14.566,80.6989,-89.0198,1521.18,18808.7
13,2,-2469.69,1395.31,9485.48,-12.5379,-2.42332,-13.149,2.98E-05,5.32E-06,-5.03E-06,-2.60114,14.536,80.6501,-352.096,1238.36,18168.6
13,3,-2482.03,1411.32,9498.99,-15.3067,-4.42129,-13.9809,3.02E-05,5.12E-06,-5.17E-06,-2.64141,14.4922,80.5994,-1247.64,575.981,17110.8
13,4,-2431.25,1496.64,9524.71,-18.2234,-6.17176,-14.6827,3.09E-05,4.77E-06,-5.26E-06,-2.68419,14.4349,80.5478,-705.452,225.104,18117.4
14,0,-2347.39,1529.23,9486.14,-20.8042,-7.42715,-15.3682,3.16E-05,4.40E-06,-5.35E-06,-2.73098,14.3659,80.4985,-1404.74,769.39,19643.7
14,1,-2283.8,1474.37,9439.5,-23.0194,-7.99943,-16.1508,3.19E-05,4.20E-06,-5.40E-06,-2.78422,14.2876,80.4505,-1819.2,1024.92,19300.9
14,2,-2274.62,1435.46,9481.79,-24.9861,-7.96889,-16.6478,3.20E-05,4.20E-06,-5.40E-06,-2.84448,14.2036,80.4029,-529.937,918.623,18081
14,3,-2291.59,1437.37,9578.34,-26.4647,-7.73878,-16.1718,3.20E-05,4.20E-06,-5.40E-06,-2.90966,14.1162,80.3574,-473.4,1758.28,18448
14,4,-2231.44,1321.18,9659.58,-27.3605,-8.23118,-15.4021,3.20E-05,4.18E-06,-5.36E-06,-2.97622,14.0224,80.3116,-146.196,1038.08,17966.9
15,0,-2274.29,1273.22,9801.91,-27.0329,-8.72612,-15.0706,3.20E-05,4.00E-06,-5.00E-06,-3.0411,13.9276,80.2662,-2331.28,72.7079,18632.3
15,1,-2188.53,1066.56,9823.82,-27.4676,-8.842,-14.5241,3.20E-05,3.82E-06,-4.64E-06,-3.1091,13.8268,80.2236,-1955.27,1294.44,19084.7
15,2,-2221.39,1000.35,9893.8,-26.8725,-9.92486,-14.7134,3.21E-05,3.64E-06,-4.28E-06,-3.17267,13.724,80.1797,-979.91,684.178,19931.2
15,3,-2280.75,849.166,9801.52,-25.4331,-10.3743,-15.5452,3.19E-05,3.74E-06,-4.31E-06,-3.23366,13.6237,80.1278,-697.495,-324.238,18625.1
15,4,-2218.99,731.492,9793.97,-24.2918,-11.4114,-16.3906,3.16E-05,3.92E-06,-4.44E-06,-3.28868,13.5201,80.071,-1343.28,-1037.4,19265.9
16,0,-2148.94,652.658,9789.82,-23.0742,-13.0891,-17.2467,3.13E-05,4.10E-06,-4.58E-06,-3.33547,13.4124,80.0101,-855.261,-160.634,19235.2
16,1,-2205.64,594.131,9778.18,-21.7915,-14.8644,-17.8159,3.13E-05,4.20E-06,-4.86E-06,-3.37539,13.3031,79.9481,-102.424,574.048,18811.2
16,2,-2318.29,528.05,9867.21,-20.9125,-16.6211,-18.2387,3.14E-05,4.20E-06,-5.31E-06,-3.41042,13.191,79.8858,-590.998,-88.4114,19019.9
16,3,-2357.27,446.786,9985.77,-20.2325,-18.8127,-19.4402,3.15E-05,4.20E-06,-5.76E-06,-3.43923,13.0727,79.8191,-1285.02,-205.78,17554
16,4,-2459.54,477.004,9899.43,-19.2058,-21.8113,-21.2706,3.17E-05,4.10E-06,-6.12E-06,-3.45817,12.9498,79.7453,-1815.36,59.5023,16447.2
17,0,-2413.78,396.021,9981.19,-18.6631,-24.6077,-22.8309,3.19E-05,3.38E-06,-5.89E-06,-3.46902,12.8171,79.6668,0,-754.254,18346.9
17,1,-2426.61,357.435,10193.1,-18.4576,-26.9746,-24.9882,3.21E-05,2.65E-06,-5.67E-06,-3.47343,12.675,79.5796,-384.635,1133.87,18707.9
17,2,-2437.91,433.867,10403.5,-20.0647,-29.2941,-27.3649,3.23E-05,1.97E-06,-5.43E-06,-3.47627,12.5208,79.484,-755.037,871.531,20827.6
17,3,-2502.58,350.11,10489.6,-21.1382,-31.5828,-29.3261,3.18E-05,2.13E-06,-4.99E-06,-3.46536,12.3557,79.3719,-251.086,1479.48,21138.1
17,4,-2611.01,361.28,10587.8,-23.4113,-33.286,-30.5053,3.10E-05,2.54E-06,-4.50E-06,-3.45512,12.1782,79.2524,-1159.84,435.096,21317.8
18,0,-2592.86,350.219,10613.7,-26.5889,-33.708,-31.007,3.03E-05,2.93E-06,-4.01E-06,-3.45472,11.991,79.1318,-1312.75,-234.291,22023.7
18,1,-2530.07,217.751,10610.6,-31.7031,-32.4034,-31.754,2.99E-05,3.11E-06,-3.75E-06,-3.47633,11.7938,79.0126,-1047.31,216.597,21425.8
18,2,-2499.87,3.09657,10644,-37.9768,-29.5961,-32.9845,2.99E-05,3.02E-06,-3.75E-06,-3.52673,11.5891,78.8944,-1300.18,469.301,19988.7
18,3,-2379.13,-258.697,10645,-41.4496,-25.8275,-34.107,2.99E-05,2.92E-06,-3.75E-06,-3.5992,11.3877,78.7741,-794.879,49.3355,21027.1
18,4,-2316.43,-444.77,10678.5,-42.3015,-20.8503,-35.999,3.00E-05,2.79E-06,-3.77E-06,-3.68869,11.2002,78.6473,-1276.84,-866.61,22573.4
19,0,-2317.68,-108.786,10571.8,-40.9481,-14.297,-37.3999,3.08E-05,2.43E-06,-3.91E-06,-3.79204,11.0379,78.5147,-332.277,-55.3795,20036.3
19,1,-2678.14,60.7561,10639.3,-38.9861,-6.75818,-38.311,3.16E-05,2.07E-06,-4.04E-06,-3.91129,10.9095,78.3757,-1755.37,-5.53795,19507.9
19,2,-2781.25,203.896,10786.7,-35.5132,2.06279,-39.3559,3.24E-05,1.72E-06,-4.20E-06,-4.04308,10.8205,78.2309,-1473.88,0,19362.2
19,3,-3126.25,600.213,10767.1,-28.6185,8.89983,-36.6821,3.22E-05,1.61E-06,-4.62E-06,-4.16737,10.7737,78.0953,-2952.47,406.846,18662.5
19,4,-3590.21,911.849,11297.3,-23.9711,12.0384,-32.101,3.18E-05,1.57E-06,-5.12E-06,-4.28316,10.7487,77.9742,-1488.82,275.109,19963.6
20,0,-4099.22,909.045,11651.1,-21.1132,13.9711,-28.895,3.14E-05,1.53E-06,-5.59E-06,-4.39372,10.7385,77.8625,-926.073,35.5217,21273.9
20,1,-4536.64,686.124,11692,-18.7905,15.4988,-27.7142,3.12E-05,1.59E-06,-5.76E-06,-4.50019,10.7395,77.7539,-2598.62,514.117,20643.6
20,2,-4854.74,414.129,11840,-17.1928,15.8036,-27.2653,3.13E-05,1.78E-06,-5.57E-06,-4.60194,10.7456,77.6462,-3897.33,1270.97,19638.9
20,3,-5156.55,157.163,12035.3,-15.8995,15.1387,-26.9168,3.13E-05,1.95E-06,-5.38E-06,-4.69721,10.753,77.5384,-4204.95,900.713,20680
20,4,-5453.48,36.4502,12243.3,-13.9092,13.5689,-26.9864,3.14E-05,2.08E-06,-5.10E-06,-4.78163,10.7605,77.4296,-4643.36,-321.735,22040
21,0,-5880.71,59.3241,12449.6,-12.3855,10.6496,-27.3627,3.15E-05,1.99E-06,-4.38E-06,-4.85331,10.7621,77.3196,-5091.77,802.726,23209.3
21,1,-6346.41,259.61,12562.5,-11.1163,7.63429,-27.6861,3.15E-05,1.90E-06,-3.66E-06,-4.91165,10.7561,77.2114,-7134.36,80.2726,21193.6
21,2,-6802.27,246.456,12787.9,-10.3388,3.69859,-28.4124,3.16E-05,1.84E-06,-3.05E-06,-4.95712,10.7383,77.1011,-6241.42,205.928,20414.4
21,3,-7252.69,334.473,12911.6,-9.68255,-0.725615,-28.7991,3.15E-05,2.08E-06,-3.48E-06,-4.98864,10.7071,76.9899,-6830.22,923.809,21926.5
21,4,-7620.38,444.381,13041.3,-9.52177,-6.45388,-29.0887,3.13E-05,2.39E-06,-4.21E-06,-5.00413,10.6566,76.8767,-6612.33,1017.65,23218.2
22,0,-7974.68,471.503,13072,-9.40998,-12.9964,-29.4777,3.11E-05,2.68E-06,-4.86E-06,-5.00175,10.5845,76.7618,-6652.05,276.805,22470.2
22,1,-8277.36,423.39,13041.5,-8.96707,-19.4489,-29.7934,3.11E-05,2.77E-06,-5.00E-06,-4.9809,10.492,76.6461,-7695.44,-201.716,21902.8
22,2,-8459.94,345.094,13022.2,-8.23772,-25.4778,-29.8029,3.12E-05,2.64E-06,-4.55E-06,-4.9417,10.3815,76.5313,-8215.81,215.758,22677.5
22,3,-8585.53,279.507,12935,-7.13978,-31.4728,-29.4381,3.13E-05,2.51E-06,-4.11E-06,-4.88295,10.2539,76.4203,-7561.67,766.705,22299.4
22,4,-8697.29,332.89,12824.8,-5.25722,-37.7909,-28.6185,3.13E-05,2.38E-06,-3.78E-06,-4.80162,10.1103,76.3176,-8437.49,841.344,21410.6
23,0,-8717.01,331.968,12705.7,-3.9049,-42.3078,-27.8046,3.10E-05,2.29E-06,-3.92E-06,-4.70375,9.95535,76.2194,-6697.22,-197.282,20274.1
23,1,-8626.95,161.749,12538.4,-1.24429,-45.8553,-26.5852,3.06E-05,2.20E-06,-4.05E-06,-4.58499,9.7953,76.126,-9208.44,-1124.72,20296.5
23,2,-8579.57,46.0374,12173.7,2.7546,-48.807,-24.9032,3.04E-05,2.10E-06,-4.19E-06,-4.44402,9.63706,76.0358,-8157.38,-129.417,20645.7
23,3,-8402.92,-186.778,11817.5,7.36318,-51.6827,-23.0103,3.05E-05,1.94E-06,-4.32E-06,-4.27932,9.4819,75.9511,-6997.99,-31.4978,19949
23,4,-8255.95,-213.344,11543.8,11.7877,-53.9065,-21.2141,3.06E-05,1.76E-06,-4.46E-06,-4.09381,9.33149,75.8715,-5560.75,465.04,19425.5
24,0,-8135.19,0.434481,11360.2,17.3181,-54.8612,-19.009,3.08E-05,1.65E-06,-4.60E-06,-3.88631,9.19369,75.7972,-5781.09,423.271,20174.3
24,1,-7978.72,-9.29086,11054.7,22.9647,-55.2829,-16.6075,3.08E-05,2.00E-06,-4.76E-06,-3.65834,9.0694,75.7286,-7231.27,55.6755,20612.4
24,2,-7801.42,-190.796,10686.1,27.5348,-55.6403,-14.5051,3.06E-05,2.86E-06,-4.94E-06,-3.41364,8.95643,75.666,-7115.55,-187.386,20027.5
24,3,-7676.25,34.8666,10565.3,32.156,-55.0685,-12.4815,3.04E-05,3.69E-06,-5.11E-06,-3.15444,8.85794,75.6088,-5209.28,-563.539,20162.5
24,4,-7635.32,104.967,10336,36.4962,-53.5728,-10.3071,3.03E-05,4.35E-06,-5.25E-06,-2.88398,8.77616,75.5565,-5879.13,905.94,20168.2
25,0,-7703.04,248.358,10290.9,39.3585,-51.6035,-8.3888,3.03E-05,4.35E-06,-5.25E-06,-2.60854,8.70878,75.5099,-6814.78,240.543,21168.7
25,1,-7590.18,365.13,10040.9,42.4835,-48.7229,-6.20103,3.03E-05,4.35E-06,-5.25E-06,-2.32928,8.66182,75.4737,-6017.25,1315.66,19562.8
25,2,-7435.52,452.168,9761.1,45.3002,-45.8276,-4.08333,3.03E-05,4.33E-06,-5.24E-06,-2.04872,8.63212,75.4575,-5395.41,624.666,18036.7
25,3,-7316.93,493.547,9439.59,48.3133,-41.7251,-1.82566,3.03E-05,4.18E-06,-5.21E-06,-1.76869,8.62501,75.4528,-6512.02,-141.096,16695.2
25,4,-7231.87,479.16,9173.06,50.6915,-37.0611,0.746208,3.02E-05,4.00E-06,-5.16E-06,-1.4925,8.64003,75.458,-6986.32,-117.724,17171.8
26,0,-7222.66,434.018,8928.45,52.5338,-32.0069,3.0575,3.01E-05,3.86E-06,-5.14E-06,-1.22276,8.67724,75.4709,-6543.15,214.82,17962.6
26,1,-7211.37,469.978,8678.63,54.2635,-26.7558,5.42641,3.00E-05,3.94E-06,-5.27E-06,-0.959997,8.73693,75.4904,-6525.06,575.51,17321.4
26,2,-7175.93,552.386,8396.75,55.7901,-21.5537,8.09135,2.97E-05,4.26E-06,-5.54E-06,-0.709215,8.82382,75.5166,-6715.71,1237.07,16422.8
26,3,-7223.99,534.1,8070.39,56.916,-16.3327,10.6615,2.94E-05,4.55E-06,-5.81E-06,-0.492093,8.96216,75.5493,-6272.62,1664.9,17194.9
26,4,-7266.04,608.531,7842.4,58.311,-10.9868,14.0544,2.92E-05,4.71E-06,-6.12E-06,-0.338635,9.19137,75.5893,-7891.66,295.279,16885.9
27,0,-7353.26,671.658,7598.75,59.2391,-5.92908,17.0296,2.88E-05,4.39E-06,-6.52E-06,-0.195137,9.44265,75.6437,-6024.28,2355.29,15060.7
27,1,-7402.88,823.607,7399.86,59.7343,-0.622779,20.0698,2.85E-05,4.08E-06,-6.93E-06,-0.0625651,9.71879,75.7111,-4928.35,1055.47,16123.7
27,2,-7365.47,915.284,7137.5,59.6737,4.65659,24.4014,2.82E-05,3.89E-06,-7.25E-06,0.0591342,10.0131,75.7941,-6509.58,1524.25,18177.1
27,3,-7331.3,992.975,6858.43,59.3854,9.35915,28.1857,2.79E-05,4.27E-06,-7.18E-06,0.170882,10.323,75.8859,-6426.55,503.263,16663.2
27,4,-7360.59,1141.49,6637.95,59.4062,13.5397,32.6673,2.75E-05,4.82E-06,-6.99E-06,0.275843,10.65,75.9922,-7134.8,-346.042,15271.5
28,0,-7361.34,1318.1,6442.19,59.1604,17.6997,37.8005,2.71E-05,5.27E-06,-6.81E-06,0.373604,10.9926,76.118,-6785.71,190.005,14386.5
28,1,-7247.17,1504.74,6295.92,59.1849,21.0713,43.6376,2.69E-05,5.35E-06,-6.63E-06,0.469679,11.3473,76.2696,-6553.04,574.048,14315.7
28,2,-7067.8,1679.22,6217.85,59.7752,22.8114,50.4978,2.67E-05,5.03E-06,-6.45E-06,0.57053,11.7085,76.4514,-6459.35,1018.77,14806.5
28,3,-6916.8,1738.8,6176.85,59.863,23.2011,58.2261,2.65E-05,4.74E-06,-6.30E-06,0.676582,12.0694,76.6627,-4159.37,3088.47,14774.7
28,4,-6726.76,1646.81,6246.44,59.6714,22.1444,66.5194,2.63E-05,4.60E-06,-6.28E-06,0.789329,12.4216,76.9032,-5993.01,1956.16,16229.3
29,0,-6561.49,1712.21,6192.91,59.2437,20.0212,74.3499,2.62E-05,4.92E-06,-6.69E-06,0.913469,12.7637,77.1668,-4947.26,2833.56,14073
29,1,-6422.8,1740.29,6200.39,58.6913,16.5955,83.2443,2.60E-05,5.23E-06,-7.09E-06,1.05287,13.0892,77.4663,-5972.69,2191.02,15741
29,2,-6341.91,1816.52,6404.1,58.0659,13.0144,91.8092,2.58E-05,5.53E-06,-7.40E-06,1.2059,13.3999,77.797,-4675.6,1260.27,15580.5
29,3,-6248.84,1858.32,6484.44,56.2625,9.00979,100.944,2.55E-05,5.77E-06,-7.37E-06,1.36935,13.6908,78.1635,-5945.41,34.0674,16344.7
29,4,-5949.79,1848.32,6695.01,53.286,4.77734,110.113,2.52E-05,6.00E-06,-7.23E-06,1.54191,13.953,78.5698,-5884.62,1919.49,16227.5
30,0,-5572.74,1839.81,7017.54,49.4761,0.031705,119.281,2.49E-05,6.20E-06,-7.08E-06,1.72366,14.1816,79.0149,-5071.63,1732.7,15992.1
30,1,-5234.44,1853.8,7290.55,45.2493,-4.86564,128.635,2.47E-05,6.30E-06,-6.90E-06,1.91389,14.3762,79.498,-4883.92,394.693,15679.4
30,2,-4930.65,1863.81,7421.93,40.5631,-8.90093,138.029,2.45E-05,6.30E-06,-6.67E-06,2.11107,14.5355,80.0205,-4560.22,1408.27,15665.4
30,3,-4658.31,1844.35,7417.95,35.4372,-11.5197,146.83,2.44E-05,6.30E-06,-6.45E-06,2.31913,14.649,80.5828,-3133.26,2342.06,16714.5
30,4,-4431.43,1793.36,7334.57,31.2008,-13.1065,154.25,2.43E-05,6.28E-06,-6.25E-06,2.54804,14.7065,81.1804,-2351.4,2127.63,15636.9
31,0,-4154.08,1727.14,7380.73,26.6912,-12.7972,160.32,2.41E-05,6.24E-06,-6.12E-06,2.76533,14.7524,81.8026,-4228.24,1990.61,17221.4
31,1,-4170.97,1566.71,7324.09,22.3378,-12.0318,165.418,2.40E-05,6.19E-06,-5.98E-06,2.96821,14.787,82.4476,-3701.06,432.728,17055.4
31,2,-4151.98,1435.46,7234.41,19.1459,-11.0186,170.243,2.38E-05,6.14E-06,-5.86E-06,3.16152,14.8161,83.1118,-2782.15,373.991,16680.6
31,3,-4170.4,1357.75,7093.44,16.3912,-8.76112,174.318,2.33E-05,6.06E-06,-5.80E-06,3.342,14.8448,83.792,-3091.11,1414.14,15739.1
