Devices,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,
,,TS-01902 - accel,,,TS-01902 - gyro,,,TS-01902 - mag,,,TS-01902 - Global Angle,,,TS-01902 - HighG,,
5,4,-1269.01,-1130.79,9685.98,-1.13765,1.07391,0.385878,3.15E-05,-2.56E-06,-5.05E-06,-10.3144,2.96674,69.2446,-613.474,23.2563,18542
6,0,-1244.81,-1154.73,9660.83,-1.01758,1.07988,0.273399,3.18E-05,-2.65E-06,-5.74E-06,-10.3133,2.97037,69.2505,-245.815,-367.926,19351.6
6,1,-1236.94,-1168.62,9625.13,-0.776287,1.03198,0.222005,3.20E-05,-2.65E-06,-5.86E-06,-10.3114,2.97419,69.256,-500.977,-1632.34,18849.6
6,2,-1281.61,-1143.13,9618.59,-0.708946,1.04381,0.304061,3.20E-05,-2.55E-06,-5.34E-06,-10.3096,2.9794,69.2616,-231.949,-980.675,18481.1
6,3,-1369.98,-1148.13,9658.59,-0.839783,1.27853,0.12786,3.20E-05,-2.48E-06,-4.88E-06,-10.3098,2.98631,69.267,4.50623,-1118.84,18531.6
6,4,-1366.04,-1198.06,9730.96,-0.807541,1.33744,-0.0516143,3.20E-05,-2.53E-06,-4.70E-06,-10.3106,2.99254,69.2733,-1238.4,-1344.94,18205
7,0,-1455.31,-1169.21,9733.51,-1.18187,1.29248,0.177717,3.16E-05,-2.86E-06,-5.22E-06,-10.3132,2.99959,69.2815,0,-178.658,18446.2
7,1,-1321.39,-1195.24,9620.62,-1.04586,1.41789,0.508173,3.12E-05,-3.19E-06,-5.74E-06,-10.3148,3.00479,69.291,682.545,-553.446,18351.9
7,2,-1263.81,-1107.06,9706.91,-1.2287,1.82019,0.436144,3.11E-05,-3.47E-06,-6.06E-06,-10.3152,3.01176,69.2934,151.677,-1102.69,19823.1
7,3,-1309.02,-1079.92,9645.82,-1.1818,1.66668,0.378971,3.14E-05,-3.68E-06,-6.09E-06,-10.3152,3.01966,69.2922,-583.004,-1038.6,18069.7
7,4,-1312.38,-1068.6,9642.18,-1.14561,1.5328,0.578899,3.17E-05,-3.87E-06,-6.04E-06,-10.3146,3.02745,69.2908,-74.3769,-726.234,18057.7
8,0,-1353.2,-1036.33,9689.17,-1.38297,1.46948,0.553657,3.20E-05,-3.97E-06,-5.88E-06,-10.3145,3.03557,69.289,64.51,-442.406,18739.6
8,1,-1380.52,-1028.95,9726.23,-1.59236,1.5177,0.231547,3.20E-05,-3.95E-06,-5.55E-06,-10.3153,3.04366,69.2856,-393.485,-505.545,18862.3
8,2,-1330.63,-1068.55,9708.53,-1.53116,1.53533,0.149932,3.18E-05,-3.86E-06,-5.13E-06,-10.316,3.05061,69.2814,-371.225,-906.369,18698.7
8,3,-1311.5,-1113.94,9624.72,-1.5648,1.26099,0.431226,3.17E-05,-3.77E-06,-4.83E-06,-10.317,3.05584,69.278,-189.407,-1121.49,18556
8,4,-1323.6,-1174.22,9624.17,-1.87875,1.25968,0.149542,3.16E-05,-3.71E-06,-5.03E-06,-10.3204,3.05932,69.2737,-888.779,-934.335,19746.3
9,0,-1362.04,-1068.42,9617.35,-1.44673,0.775506,0.164099,3.15E-05,-3.66E-06,-5.45E-06,-10.3208,3.06077,69.2714,-364.483,-820.044,16857
9,1,-1533.1,-1207.03,9670.12,-1.39941,0.728192,0.367338,3.14E-05,-3.61E-06,-5.88E-06,-10.3255,3.06276,69.2696,-496.256,-82.0044,20457.9
9,2,-1493.69,-1143.89,9684.75,-0.197738,0.439792,0.336671,3.16E-05,-3.43E-06,-5.82E-06,-10.3217,3.07009,69.2675,-102.179,0,20330.8
9,3,-1385.97,-1085.33,9735.56,-0.29647,-0.0766533,0.27413,3.20E-05,-3.21E-06,-5.61E-06,-10.315,3.0745,69.2652,-565.058,-617.39,18193.2
9,4,-1378.53,-1104.63,9734.05,-0.364822,-0.452123,0.216313,3.23E-05,-2.99E-06,-5.39E-06,-10.308,3.07758,69.2626,-408.875,-352.794,18084.4
10,0,-1373.47,-1146.47,9745.87,-0.217977,-0.251895,0.187447,3.22E-05,-2.72E-06,-5.40E-06,-10.3016,3.08117,69.2596,-71.6539,-148.843,18466.7
10,1,-1337.49,-1160.99,9743.61,-0.00610974,0.179135,0.0988965,3.15E-05,-2.41E-06,-5.63E-06,-10.2955,3.08569,69.2589,0,-329.532,18204.9
10,2,-1285.71,-1145.45,9667.61,0.0345506,0.364277,0.200061,3.08E-05,-2.09E-06,-5.90E-06,-10.2892,3.08985,69.2629,-478.508,-335.766,18620.2
10,3,-1208.43,-1089.08,9603.67,-0.35463,0.441731,0.670669,3.03E-05,-1.92E-06,-6.07E-06,-10.283,3.09293,69.2703,-1557.16,-550.245,19990.1
10,4,-1257.64,-980.859,9657.34,-0.42714,0.518728,0.440106,3.03E-05,-2.24E-06,-5.86E-06,-10.2758,3.09798,69.2775,-1258.83,-1711.92,19299.8
11,0,-1301.67,-1151.18,9708.87,-0.42714,0.389772,0.525529,3.04E-05,-2.64E-06,-5.59E-06,-10.2715,3.10123,69.2851,63.0181,-956.746,16743.1
11,1,-1299.15,-1055.32,9635.92,-0.667054,0.27252,0.498832,3.06E-05,-3.05E-06,-5.32E-06,-10.2663,3.10468,69.2931,6.30181,-971.685,19549
11,2,-1354.99,-1069.01,9607.58,-0.852915,0.717893,0.532495,3.07E-05,-2.96E-06,-4.84E-06,-10.2643,3.11025,69.3011,0,-772.333,18417.2
11,3,-1349.51,-1003.4,9663.19,-0.720679,0.777751,0.359076,3.08E-05,-2.76E-06,-4.30E-06,-10.26,3.11676,69.3083,0,-189.303,17843.2
11,4,-1409.03,-973.82,9660.97,-1.10953,0.45028,0.194162,3.10E-05,-2.53E-06,-3.76E-06,-10.2579,3.12139,69.312,-229.982,-328.907,18179.7
12,0,-1390.09,-1037.18,9633.97,-1.20158,-0.0547973,-0.0868927,3.08E-05,-2.50E-06,-3.73E-06,-10.2551,3.12323,69.3113,-191.652,-1106.99,18458.4
12,1,-1318.43,-1118.06,9671.29,-0.740447,-0.103315,-0.050688,3.03E-05,-2.66E-06,-4.16E-06,-10.2504,3.12509,69.3092,0,-1491.97,19107.8
12,2,-1279.07,-1169.64,9709.3,-0.287553,0.336725,0.218284,2.98E-05,-2.84E-06,-4.65E-06,-10.2454,3.12814,69.3092,143.512,-889.171,19771
12,3,-1220.48,-1197.08,9641.94,-0.0495251,0.575748,-0.0305992,2.95E-05,-3.09E-06,-5.12E-06,-10.2403,3.13105,69.3119,382.699,-10.5593,19236.6
12,4,-1263.72,-1072.58,9645.14,0.0170173,0.96312,0.126153,2.98E-05,-3.60E-06,-5.50E-06,-10.2345,3.13756,69.3167,-160.328,-143.192,20058.7
13,0,-1396.31,-994.298,9559.42,-0.75377,0.818388,0.395731,3.02E-05,-4.14E-06,-5.86E-06,-10.2315,3.1451,69.3232,-1603.28,-956.746,19761.9
13,1,-1348.9,-901.873,9529.82,-0.30056,0.350952,0.572273,3.05E-05,-4.68E-06,-6.22E-06,-10.2229,3.15305,69.3238,-160.328,-1443.59,18692.6
13,2,-1320.2,-1042.27,9624.92,-0.549091,0.0346906,0.430237,3.06E-05,-4.21E-06,-6.04E-06,-10.2169,3.15665,69.3216,-369.123,-1513.31,18798.5
13,3,-1294.5,-1161.71,9622.52,-0.579617,-0.168203,-0.052364,3.06E-05,-3.52E-06,-5.74E-06,-10.2121,3.15768,69.3166,-138.421,-475.677,17718.2
13,4,-1386.2,-1056.5,9597.26,-0.786669,-0.403533,-0.0136488,3.06E-05,-2.79E-06,-5.42E-06,-10.2098,3.1606,69.3077,142.324,-11.7209,18731.6
14,0,-1396.04,-1053.35,9624.36,-0.901197,-0.618697,0.244222,3.06E-05,-2.44E-06,-5.27E-06,-10.2064,3.16272,69.2959,-108.836,-627.334,18853.1
14,1,-1390.06,-1125.37,9658.22,-0.816105,-0.767179,0.177835,3.06E-05,-2.40E-06,-5.25E-06,-10.2011,3.16434,69.2821,-272.927,-695.962,18728.4
14,2,-1457.27,-1100.01,9687.23,-0.537997,-0.796595,-0.0592516,3.06E-05,-2.40E-06,-5.25E-06,-10.1949,3.1675,69.2717,-821.158,-207.513,20002.9
14,3,-1418.15,-1100.77,9737.02,-0.149437,-0.705771,-0.0305223,3.07E-05,-2.35E-06,-5.25E-06,-10.1874,3.17028,69.2708,-2401.2,-1221.42,20096.8
14,4,-1349.04,-1072.4,9637.96,-0.498563,-0.795784,-0.0851257,3.11E-05,-2.14E-06,-5.25E-06,-10.1802,3.17095,69.2729,-951.524,-1812.6,18962
15,0,-1358.44,-967.229,9690.64,-0.4365,-0.90594,0.15966,3.16E-05,-1.92E-06,-5.25E-06,-10.1706,3.17277,69.2769,0,0,17405.8
15,1,-1279.93,-1106.33,9656.01,-0.428076,-1.0161,-0.022745,3.20E-05,-1.69E-06,-5.25E-06,-10.1625,3.17077,69.2799,263.922,-527.843,20115
15,2,-1297.59,-1032.58,9638.66,-0.563211,-0.808755,0.260079,3.20E-05,-1.99E-06,-5.03E-06,-10.1546,3.17056,69.2908,-1028.41,-178.331,20295.1
15,3,-1265.7,-947.392,9647.07,-0.884991,-0.977597,-0.0410786,3.19E-05,-2.38E-06,-4.76E-06,-10.1455,3.16876,69.3028,148.167,-45.6688,19093.5
15,4,-1297.71,-1008.26,9631.41,-1.12843,-0.951485,0.0805848,3.17E-05,-2.79E-06,-4.49E-06,-10.1427,3.16686,69.3162,317.609,-821.799,19152.3
16,0,-1272.38,-1000.24,9679.23,-1.24306,-0.747756,0.315859,3.16E-05,-3.01E-06,-4.62E-06,-10.141,3.1653,69.326,375.325,-1038.28,19400.5
16,1,-1252.94,-960.506,9652.29,-1.71545,-0.43559,0.157177,3.14E-05,-3.07E-06,-5.09E-06,-10.1388,3.16441,69.3313,-75.9293,-819.853,19411.1
16,2,-1287.85,-979.145,9546.28,-2.39276,-0.0386122,-0.0393739,3.12E-05,-3.11E-06,-5.58E-06,-10.1374,3.16406,69.3353,-921.06,-682.304,19730
16,3,-1247.19,-938.706,9616.5,-2.52167,0.296914,0.201744,3.10E-05,-3.10E-06,-5.91E-06,-10.1347,3.16352,69.3384,-152.009,-131.901,19729.2
16,4,-1284.89,-984.774,9648.39,-2.90537,0.615794,0.0525762,3.06E-05,-2.89E-06,-5.63E-06,-10.1337,3.16314,69.3389,-656.92,-484.02,18635.8
17,0,-1202.17,-1040.73,9662.27,-3.44736,0.841968,-0.631206,3.03E-05,-2.66E-06,-5.32E-06,-10.1381,3.16029,69.3351,271.185,-414.375,18449.4
17,1,-1250.97,-1014.82,9580.83,-3.84122,0.329969,-0.196447,2.99E-05,-2.44E-06,-5.00E-06,-10.1434,3.15601,69.3335,-818.338,-1463.54,17774.8
17,2,-1280.72,-1061.91,9626.7,-3.85458,0.389795,-0.173898,3.04E-05,-2.36E-06,-5.26E-06,-10.15,3.15185,69.3333,491.896,-1038.61,17616.8
17,3,-1278.06,-1021.89,9678.15,-3.76321,0.342824,-0.182243,3.10E-05,-2.32E-06,-5.61E-06,-10.1549,3.1481,69.3339,177.464,-979.418,18440.9
17,4,-1348.52,-1049.82,9734.3,-3.86502,0.23675,-0.218252,3.16E-05,-2.27E-06,-5.97E-06,-10.1614,3.14451,69.3345,-798.373,-978.875,19657.8
18,0,-1432.81,-1105.98,9757.64,-3.8439,0.0677621,-0.448809,3.18E-05,-2.56E-06,-6.14E-06,-10.1693,3.14083,69.337,-628.429,-478.373,19135.3
18,1,-1470.45,-1093.94,9728.25,-3.70387,-0.173789,-0.638426,3.16E-05,-3.14E-06,-6.15E-06,-10.1764,3.1372,69.3416,0,-191.349,17791.6
18,2,-1451.03,-1082.98,9689.88,-3.55607,-0.48338,-0.64712,3.14E-05,-3.72E-06,-6.15E-06,-10.1821,3.13249,69.347,139.824,-334.861,17798.2
18,3,-1415.88,-1156.92,9694.41,-3.20889,-0.866113,-0.65807,3.12E-05,-4.07E-06,-6.09E-06,-10.1864,3.12595,69.3525,372.864,-454.147,18424.5
18,4,-1483.58,-1074.36,9712.75,-2.83669,-1.18616,-0.369097,3.14E-05,-3.56E-06,-5.83E-06,-10.188,3.12151,69.358,49.6816,-2068.5,17265.1
19,0,-1372.61,-1105.19,9776.18,-2.98555,-0.982224,-0.306576,3.16E-05,-3.01E-06,-5.56E-06,-10.189,3.11607,69.3522,496.816,-248.408,16513.1
19,1,-1361.36,-1063.85,9693.39,-2.72079,-0.600662,-0.0364989,3.18E-05,-2.47E-06,-5.29E-06,-10.1889,3.11676,69.3456,49.6816,-1011.53,18819.1
19,2,-1438.92,-1005.8,9633.67,-2.35074,-0.886437,-0.097138,3.14E-05,-2.87E-06,-5.60E-06,-10.1889,3.1199,69.3388,24.5888,-1342.77,17332.4
19,3,-1331.2,-1031.17,9729.15,-2.59653,-0.847804,0.0047957,3.09E-05,-3.41E-06,-6.01E-06,-10.188,3.11948,69.341,-1111.54,-872.357,18511.3
19,4,-1303.24,-1141.93,9714.53,-2.70673,-0.758237,-0.193185,3.04E-05,-3.95E-06,-6.41E-06,-10.1893,3.11712,69.3474,-640.437,-1069.35,19561.4
20,0,-1387.69,-1110.84,9642.41,-2.80613,-0.913924,-0.182144,3.02E-05,-4.30E-06,-6.32E-06,-10.191,3.1169,69.3551,-273.902,-767.643,19467.6
20,1,-1401.63,-1021.95,9627.81,-2.78209,-0.756823,0.0221349,3.02E-05,-4.48E-06,-5.83E-06,-10.1912,3.11817,69.3566,-299.176,-109.561,19326.3
20,2,-1352.28,-1048.04,9677.55,-2.7834,-0.393975,0.0424974,3.03E-05,-4.66E-06,-5.34E-06,-10.1915,3.11735,69.3488,51.6356,-308.066,18958.9
20,3,-1431.42,-1099.22,9749.89,-3.18313,-0.755155,0.0123777,3.04E-05,-4.68E-06,-4.91E-06,-10.1941,3.11501,69.3384,-133.787,-1309.21,17887.6
20,4,-1470.47,-1124.28,9803.72,-2.72803,-0.842083,0.0792917,3.06E-05,-4.14E-06,-4.73E-06,-10.1958,3.11716,69.3279,-602.039,-2209.1,19574.5
21,0,-1474.74,-1072.53,9734.81,-2.56297,-0.733247,0.244206,3.09E-05,-3.60E-06,-4.55E-06,-10.1967,3.12029,69.315,0,-144.293,18349.6
21,1,-1435.15,-1042.86,9729.85,-2.61531,-1.1695,0.296549,3.12E-05,-3.06E-06,-4.37E-06,-10.1965,3.1231,69.3017,0,-339.85,18846.2
21,2,-1275.17,-1115.04,9611.14,-2.18705,-0.83247,-0.133634,3.12E-05,-3.12E-06,-4.55E-06,-10.1962,3.12204,69.2882,0,-72.3157,20210.8
21,3,-1312.98,-1051.06,9582.76,-2.4194,-1.07511,-0.118276,3.12E-05,-3.26E-06,-4.78E-06,-10.1957,3.12221,69.2847,-2113.98,-1056.99,18886.2
21,4,-1362.11,-1038.05,9673.92,-2.70833,-1.22141,-0.280768,3.12E-05,-3.39E-06,-5.00E-06,-10.195,3.11867,69.284,-1585.47,-765.189,17836.1
22,0,-1326.05,-1038.49,9717.67,-2.6832,-1.2787,-0.332829,3.12E-05,-3.14E-06,-5.20E-06,-10.1929,3.11251,69.2841,-394.482,-611.605,17493.5
22,1,-1293.98,-1005.01,9692.74,-2.56332,-1.16827,-0.169027,3.11E-05,-2.60E-06,-5.38E-06,-10.1903,3.10902,69.2856,75.06,-975.824,18765.2
22,2,-1308.38,-973.927,9653.51,-2.59145,-0.957699,-0.0630778,3.11E-05,-2.07E-06,-5.56E-06,-10.1885,3.1093,69.2872,264.461,-705.414,20440.4
22,3,-1306.6,-970.048,9588.28,-2.9332,-1.16788,-0.126598,3.10E-05,-1.80E-06,-5.53E-06,-10.1874,3.10746,69.2864,65.4551,0,18913.4
22,4,-1367.68,-973.617,9582.57,-4.11169,-1.58843,-0.343629,3.08E-05,-2.38E-06,-4.86E-06,-10.1894,3.09874,69.2838,758.893,0,16674.2
23,0,-1320.38,-916.89,9623.47,-4.71755,-1.16802,-0.18306,3.05E-05,-2.97E-06,-4.18E-06,-10.1928,3.08992,69.282,478.373,0,17554.5
23,1,-1281.21,-984.847,9591.44,-5.3114,-1.4417,-0.176198,3.03E-05,-3.55E-06,-3.53E-06,-10.1991,3.07604,69.2902,393.758,-691.841,18108.4
23,2,-1236.04,-908.07,9739.4,-5.58332,-1.6445,0.000314509,3.07E-05,-3.85E-06,-3.78E-06,-10.2031,3.06108,69.3011,-1753.63,-1637.12,18594.8
23,3,-1223.95,-1002.76,9669.97,-6.08087,-1.28793,-0.287322,3.11E-05,-4.12E-06,-4.14E-06,-10.2121,3.04476,69.3106,-201.207,-556.265,18011.5
23,4,-1182.24,-1033.8,9613.38,-7.01209,-1.38223,-0.469122,3.15E-05,-4.38E-06,-4.51E-06,-10.2237,3.02526,69.3118,277.276,-278.989,17969.2
24,0,-1165.52,-984.143,9615.5,-7.50413,-1.23063,-0.572742,3.15E-05,-4.34E-06,-5.03E-06,-10.2358,3.00642,69.3074,0,-540.201,19523.4
24,1,-1159.22,-980.609,9625.05,-7.48174,-0.779553,-0.468872,3.14E-05,-4.07E-06,-5.66E-06,-10.2488,2.98912,69.3021,0,-369.252,19659.1
24,2,-1130.99,-1071,9630.06,-7.47865,-0.508677,-0.290064,3.12E-05,-3.80E-06,-6.28E-06,-10.2636,2.97139,69.2959,-72.5633,238.648,17950.9
24,3,-1154.28,-1165.19,9628.62,-7.45753,-0.304453,-0.570824,3.11E-05,-3.60E-06,-6.75E-06,-10.2804,2.95391,69.2866,-77.9376,636.396,18576.2
24,4,-1261.57,-1174.47,9588.8,-7.04681,-0.291635,-0.782858,3.11E-05,-3.60E-06,-6.75E-06,-10.2973,2.93918,69.2761,538.048,-125.504,19484.5
25,0,-1139.2,-1208.78,9657.94,-6.50517,-0.19956,-0.372969,3.11E-05,-3.60E-06,-6.75E-06,-10.3115,2.92367,69.2671,180.075,-1255.04,19134.9
25,1,-1280.82,-1169.38,9655.41,-6.12605,0.477559,-0.473388,3.11E-05,-3.59E-06,-6.75E-06,-10.3271,2.91482,69.2607,-1081.25,-2085.84,18017.4
25,2,-1337.44,-1187.56,9675.55,-5.8117,0.635239,-0.453838,3.11E-05,-3.43E-06,-6.71E-06,-10.3428,2.90747,69.2548,-1272.07,-2551.36,19269.3
25,3,-1267.55,-1250.28,9663.41,-5.1326,1.10851,-0.632437,3.11E-05,-3.25E-06,-6.66E-06,-10.3574,2.90133,69.2479,-330.714,-1203.41,19380.9
25,4,-1217.18,-1247.25,9636.83,-4.22472,0.985447,-0.541192,3.12E-05,-3.07E-06,-6.61E-06,-10.3677,2.89614,69.2417,-121.901,-1401.69,19346.7
26,0,-1243.71,-1282.1,9623.86,-3.42461,1.0517,-0.457755,3.11E-05,-2.89E-06,-6.54E-06,-10.3768,2.89316,69.2376,-788.06,-1451.2,19091.2
26,1,-1344.75,-1330.86,9663.56,-2.74235,1.26134,-0.781861,3.09E-05,-2.71E-06,-6.45E-06,-10.3859,2.89336,69.234,-1168.69,-954.573,18168.2
26,2,-1454.41,-1316.71,9682.96,-2.08379,1.14512,-1.0119,3.07E-05,-2.54E-06,-6.36E-06,-10.3933,2.89658,69.2302,-658.314,-665.92,17721.6
26,3,-1483.29,-1301.83,9604.38,-1.47162,0.983497,-0.59724,3.06E-05,-2.47E-06,-6.24E-06,-10.3986,2.90145,69.2286,-212.907,-159.68,18694
26,4,-1477.17,-1307.58,9660.58,-0.715067,0.379855,-0.890834,3.06E-05,-2.70E-06,-6.06E-06,-10.3997,2.90556,69.2277,-989.541,-813.588,18369.5
27,0,-1554.17,-1262.93,9601.51,-0.0404887,-0.432273,-0.8041,3.06E-05,-2.92E-06,-5.88E-06,-10.397,2.91039,69.2278,-314.596,-950.267,21546.2
27,1,-1506.24,-1245.83,9570.31,0.165496,-0.59275,-1.43642,3.06E-05,-3.12E-06,-5.70E-06,-10.3921,2.91422,69.2248,-31.4596,-225.874,17185.4
27,2,-1670.59,-1189.78,9641.34,0.25499,-1.72361,-0.860362,3.07E-05,-3.02E-06,-5.52E-06,-10.3848,2.9184,69.2219,0,-1511.57,18265.4
27,3,-1629.58,-1123.93,9647.08,0.426003,-2.87477,-0.917008,3.08E-05,-2.88E-06,-5.34E-06,-10.3722,2.91873,69.2177,-355.341,-911.277,19563.2
27,4,-1528.09,-1038.77,9711.33,0.149645,-4.05606,-1.15665,3.09E-05,-2.76E-06,-5.20E-06,-10.355,2.91333,69.2131,-443.445,-656.904,18720.8
28,0,-1440.52,-933.501,9750.17,-0.210043,-4.68599,-0.87405,3.11E-05,-2.73E-06,-5.34E-06,-10.3349,2.90496,69.2121,-291.818,-378.21,18141.1
28,1,-1400.96,-865.869,9720.73,-0.778288,-4.85377,-0.718208,3.14E-05,-2.78E-06,-5.70E-06,-10.3152,2.89467,69.2135,-663.023,-184.411,18464.1
28,2,-1356.31,-865.421,9705.65,-2.03084,-5.04697,-0.978256,3.16E-05,-2.82E-06,-6.05E-06,-10.2991,2.87967,69.2146,-1157.43,-322.72,18502.3
28,3,-1243.68,-880.102,9758.39,-3.6452,-5.30432,-1.0107,3.16E-05,-2.91E-06,-6.33E-06,-10.2867,2.85793,69.2161,-504.724,-193.017,18274.1
28,4,-1279.85,-902.863,9805.42,-4.54787,-5.58373,-1.82183,3.11E-05,-3.09E-06,-6.42E-06,-10.2775,2.83315,69.2152,0,-956.771,18182.6
29,0,-1380.63,-1069.42,9808.39,-4.71961,-5.49235,-1.55286,3.06E-05,-3.27E-06,-6.51E-06,-10.2732,2.80819,69.2153,0,-881.934,18447.2
29,1,-1352.21,-1092.32,9913.25,-5.32373,-5.98815,-1.6783,3.02E-05,-3.41E-06,-6.61E-06,-10.2695,2.77876,69.2152,0,-1310.45,19542.9
29,2,-1299.07,-1170.56,9855.3,-5.5262,-6.2991,-1.14782,3.02E-05,-3.27E-06,-6.74E-06,-10.2667,2.74646,69.2167,-831.918,-1802.41,18409
29,3,-1191.62,-1177.15,9819.57,-5.54583,-5.3724,-0.539048,3.02E-05,-3.09E-06,-6.87E-06,-10.265,2.71675,69.215,-177.578,-974.987,18219.3
29,4,-1061.96,-1195.59,9763.81,-5.17248,-3.98889,-0.212375,3.03E-05,-2.94E-06,-6.97E-06,-10.2641,2.69078,69.2114,76.7951,-474.733,19003
30,0,-913.179,-1261.11,9692.14,-4.6099,-2.14932,-0.168035,3.06E-05,-2.98E-06,-6.80E-06,-10.2654,2.66943,69.2067,204.83,-307.757,19756.5
30,1,-753.284,-1313.72,9670.53,-3.95473,-0.236912,-0.235195,3.11E-05,-3.16E-06,-6.44E-06,-10.268,2.65274,69.2025,181.6,-1223.63,19619.6
30,2,-622.197,-1350.28,9681.7,-3.08986,1.58659,-0.120465,3.16E-05,-3.33E-06,-6.08E-06,-10.2712,2.64175,69.1999,-309.992,-2419.03,18719
30,3,-571.636,-1429.77,9686.43,-1.96465,3.71232,0.188969,3.19E-05,-3.45E-06,-5.77E-06,-10.2763,2.63906,69.1979,-1012.88,-1648.8,18603.8
