-3.12757,11.4196,76.0188
-2.79119,11.9515,76.1053
-2.44868,12.4888,76.1909
-2.10252,13.0321,76.2786
-1.75429,13.5794,76.3702
-1.40599,14.1293,76.4724
-1.0582,14.6812,76.5947
-0.710317,15.2334,76.7379
-0.361691,15.7817,76.8931
-0.011507,16.3258,77.0578
0.338319,16.8634,77.2302
0.69075,17.3954,77.4182
1.04729,17.9232,77.6242
1.40623,18.4441,77.852
1.76631,18.9581,78.1001
2.12697,19.4618,78.3694
2.48905,19.9553,78.6643
2.85117,20.44,78.985
3.20912,20.9149,79.3259
3.56212,21.382,79.6888
3.91047,21.8429,80.0803
4.25348,22.2973,80.4949
4.59128,22.7476,80.9286
4.92447,23.195,81.3811
5.25229,23.6413,81.855
5.57447,24.0854,82.3477
5.89242,24.5264,82.8585
6.20684,24.964,83.3893
6.51713,25.3968,83.9394
6.82535,25.8247,84.5033
7.13213,26.2462,85.0788
7.43349,26.6607,85.6618
7.72776,27.0699,86.2564
8.01446,27.4771,86.8617
8.29073,27.8864,87.4812
8.54259,28.3064,88.1106
8.74548,28.7546,88.7408
8.90345,29.2295,89.3731
9.05075,29.7054,90.0179
9.18659,30.1785,90.6714
9.31474,30.6463,91.334
9.43505,31.1091,92.0011
9.5441,31.5716,92.6731
9.6449,32.0308,93.3563
9.73654,32.4865,94.0517
9.81888,32.9378,94.7581
9.89292,33.3833,95.4736
9.96052,33.8203,96.1958
10.0248,34.2458,96.9224
10.0902,34.6572,97.6522
10.158,35.0545,98.3852
10.2328,35.4343,99.1259
10.3097,35.8017,99.8737
10.4085,36.1564,100.631
10.5447,36.4945,101.402
10.6926,36.8234,102.181
10.8329,37.15,102.963
10.964,37.478,103.747
11.0836,37.8096,104.533
11.1892,38.1436,105.318
11.2821,38.4812,106.102
11.3576,38.8196,106.888
11.4146,39.1575,107.678
11.4519,39.4957,108.476
11.4686,39.8326,109.279
11.4641,40.167,110.084
11.4372,40.4998,110.89
11.3874,40.8352,111.696
11.314,41.1744,112.502
11.2143,41.5104,113.315
11.091,41.8364,114.134
10.9525,42.1528,114.946
10.8027,42.4593,115.757
10.6416,42.7563,116.569
10.4704,43.0461,117.378
10.2907,43.3293,118.182
10.104,43.6046,118.974
9.91305,43.8709,119.751
9.72185,44.1282,120.514
9.53429,44.3761,121.265
9.35186,44.6146,122.008
9.1715,44.8418,122.748
8.99232,45.0579,123.483
8.8137,45.2664,124.214
8.63298,45.4686,124.942
8.44693,45.6641,125.664
8.25425,45.8549,126.375
8.05515,46.045,127.072
7.84779,46.2375,127.753
7.625,46.4327,128.423
7.38048,46.6305,129.09
7.1049,46.8297,129.755
6.79663,47.0303,130.417
6.45503,47.231,131.077
6.0818,47.4273,131.736
5.68065,47.6153,132.396
5.25805,47.792,133.054
4.82092,47.956,133.71
4.37545,48.1052,134.362
3.92967,48.2345,135.011
3.4914,48.3429,135.655
3.06693,48.4272,136.292
2.65804,48.4903,136.926
2.26694,48.5316,137.556
1.89269,48.5515,138.184
1.53124,48.5519,138.809
1.17757,48.5349,139.432
0.826653,48.5019,140.05
0.473594,48.454,140.667
0.114137,48.3907,141.277
-0.256287,48.314,141.878
-0.64509,48.2226,142.469
-1.0538,48.1181,143.048
-1.48684,48.0067,143.612
-1.94935,47.8921,144.161
-2.44155,47.7761,144.697
-2.96172,47.6598,145.22
-3.51059,47.5443,145.732
-4.09195,47.4313,146.238
-4.7089,47.3245,146.739
-5.36228,47.2271,147.239
-6.05678,47.1394,147.736
-6.78202,47.06,148.23
-7.52994,46.9847,148.717
-8.29002,46.8919,149.204
-9.05928,46.7731,149.692
-9.83947,46.6343,150.177
-10.6282,46.4819,150.656
-11.4172,46.3155,151.129
-12.2027,46.136,151.599
-12.9884,45.9435,152.064
-13.7758,45.7393,152.522
-14.5629,45.5252,152.977
-15.3572,45.299,153.426
-16.1622,45.0624,153.866
-16.9852,44.8279,154.294
-17.8313,44.5988,154.706
-18.6998,44.3672,155.099
-19.5881,44.128,155.475
-20.4982,43.8873,155.835
-21.4293,43.65,156.177
-22.3747,43.4236,156.5
-23.3283,43.2117,156.81
-24.2879,43.0161,157.108
-25.2497,42.835,157.392
-26.2106,42.6662,157.663
-27.1669,42.5074,157.92
-28.112,42.3435,158.167
-29.0387,42.1536,158.406
-29.9459,41.9449,158.636
-30.8344,41.7299,158.853
-31.6914,41.5015,159.047
-32.5209,41.2616,159.226
-33.3291,41.0076,159.394
-34.1221,40.7395,159.553
-34.9067,40.4572,159.704
-35.6893,40.1569,159.845
-36.4748,39.8325,159.978
-37.2661,39.4804,160.103
-38.0676,39.1013,160.222
-38.8902,38.7166,160.328
-39.7283,38.3206,160.416
-40.5733,37.9069,160.491
-41.4217,37.488,160.553
-42.2741,37.0739,160.601
-43.1325,36.6723,160.637
-43.9956,36.2903,160.663
-44.8607,35.9336,160.679
-45.7268,35.6035,160.684
-46.5879,35.2905,160.677
-47.4231,34.9553,160.667
-48.2342,34.6161,160.654
-49.029,34.2947,160.624
-49.8096,33.9831,160.578
-50.5764,33.6779,160.518
-51.3274,33.3735,160.45
-52.0601,33.0692,160.376
-52.7746,32.7626,160.296
-53.472,32.4461,160.204
-54.1482,32.117,160.094
-54.799,31.7764,159.97
-55.4154,31.4174,159.839
-56.0011,31.0485,159.701
-56.5637,30.6786,159.547
-57.1055,30.3112,159.375
-57.6161,29.9497,159.189
-58.0784,29.6002,158.993
-58.4823,29.2645,158.791
-58.8272,28.9512,158.593
-59.1101,28.6965,158.413
-59.3317,28.4754,158.263
-59.4909,28.2768,158.133
-59.6079,28.1002,158.013
-59.68,27.9025,157.893
-59.7184,27.7009,157.772
-59.741,27.5116,157.649
-59.7606,27.3352,157.528
-59.7817,27.1643,157.413
-59.8035,26.9935,157.304
-59.8207,26.8199,157.2
-59.8312,26.6368,157.106
-59.8344,26.4421,157.02
-59.8339,26.2339,156.944
-59.8314,26.0129,156.877
-59.8287,25.7802,156.819
-59.8317,25.5353,156.767
-59.8432,25.2755,156.721
-59.8628,25.0005,156.678
-59.8912,24.7143,156.634
-59.9304,24.4193,156.586
-59.9809,24.1212,156.531
-60.044,23.8247,156.458
-60.1186,23.538,156.371
-60.2037,23.2597,156.276
-60.2998,22.9924,156.177
-60.4062,22.7338,156.074
-60.5198,22.4826,155.967
-60.6376,22.2395,155.855
-60.7594,22.0063,155.738
-60.8881,21.7861,155.613
-61.0217,21.5724,155.483
-61.1598,21.3664,155.347
-61.3081,21.1608,155.205
-61.4617,20.9554,155.059
-61.6367,20.7579,154.905
-61.823,20.5632,154.747
-62.0076,20.3657,154.589
-62.1883,20.1656,154.436
-62.3673,19.9646,154.286
-62.5475,19.7614,154.136
-62.7212,19.5451,153.989
-62.9034,19.3318,153.844
-63.1028,19.1212,153.703
-63.3259,18.9136,153.568
-63.5785,18.7137,153.43
-63.8473,18.5237,153.283
-64.1176,18.352,153.128
-64.3795,18.2028,152.97
-64.6262,18.0685,152.813
-64.8563,17.9465,152.661
-65.0702,17.8358,152.512
-65.272,17.7369,152.371
-65.4691,17.6418,152.236
-65.6568,17.5402,152.111
-65.8448,17.4351,151.994
-66.0396,17.3271,151.881
-66.2443,17.2209,151.767
-66.4569,17.1182,151.653
-66.6715,17.0129,151.541
-66.8863,16.902,151.432
-67.1101,16.7784,151.325
-67.3235,16.6597,151.231
-67.528,16.5415,151.142
-67.7195,16.4247,151.061
-67.8974,16.3122,150.985
-68.0575,16.2038,150.913
-68.1964,16.0978,150.849
-68.3123,15.9957,150.787
-68.4059,15.9015,150.724
-68.4818,15.8157,150.66
-68.5497,15.7296,150.596
-68.6095,15.6531,150.535
-68.6681,15.5877,150.477
-68.7325,15.5288,150.415
-68.8053,15.4842,150.349
-68.8845,15.4509,150.279
